frame,time_s,L_elbow_deg,R_elbow_deg,L_wrist_face_px,R_wrist_face_px,L_shoulder_wrist_px,R_shoulder_wrist_px,L_wf_over_sw,R_wf_over_sw,L_label,R_label
34,1.1333333333333333,143.8284817296469,42.71263919166491,189.30198669433594,311.706298828125,216.48944191796875,231.65658669335937,0.8744167152782695,1.345553361021961,,
35,1.1666666666666667,143.3716962890226,39.15456968444232,196.60304260253906,316.1917419433594,224.354737328125,217.29127602441406,0.8763043960823599,1.4551515722510333,,
36,1.2,125.91968521903344,35.912584360260844,204.24278259277344,346.6116943359375,213.11894326074218,207.92050270898437,0.9583511417044278,1.6670395166419545,,
37,1.2333333333333334,91.60337878499381,34.07991999995338,216.02725219726562,375.00067138671875,199.7666025625,205.56173806054687,1.081398238875681,1.8242727217857282,,
38,1.2666666666666666,5.983460961737501,32.07640652449135,223.8448944091797,412.5321960449219,189.86822609765625,206.0338144765625,1.1789486793543222,2.0022548099348505,,
39,1.3,16.78293057543794,40.47889621399468,239.2401123046875,448.0290222167969,197.13180641992187,229.10745339257812,1.2136048294259947,1.9555410161584497,,
40,1.3333333333333333,95.27580325458965,50.881973492057405,251.9204864501953,481.47857666015625,209.76616005761718,253.17630104882812,1.200958659780965,1.9017521571550935,,
41,1.3666666666666667,118.05520531730886,63.372498681315406,244.98878479003906,517.1620483398438,211.19456581933593,279.5828562246094,1.1600146236698723,1.84976309106868,,
42,1.4,84.60273341654056,72.63775778095867,228.6295166015625,548.6507568359375,208.162842796875,306.871827171875,1.0983204952896366,1.7878824585896091,,
43,1.4333333333333333,92.92001141464958,76.12923170141833,211.65406799316406,559.5279541015625,202.47042946679687,324.1802988515625,1.0453579248611868,1.7259776614548754,,
44,1.4666666666666666,89.34896309552404,67.84850167900612,194.1830291748047,464.66778564453125,202.24516396386718,261.39898781640625,0.960136822898258,1.7776189170666987,,
45,1.5,84.23097988603497,65.01167637190615,184.99887084960938,415.5312194824219,205.1201181875,258.1810312734375,0.9019050519486449,1.6094568118845882,,
46,1.5333333333333334,78.59051799362922,68.84998701605055,184.52735900878906,372.29058837890625,209.36912636621093,274.6037302480469,0.8813494243942599,1.3557375496779296,,
47,1.5666666666666667,76.06316932796325,71.38267517612215,193.2683868408203,321.05224609375,217.89804177148437,289.0787363515625,0.8869670662001917,1.1106048481660131,,
48,1.6,75.04382266168857,72.33275134522415,199.87136840820312,286.2460632324219,228.37057595117187,302.2057810292969,0.8752063070110127,0.9471892372723082,,
49,1.6333333333333333,70.9743206929821,74.04451841012255,201.40541076660156,278.26513671875,224.69340615136718,312.1471872792969,0.8963565696757589,0.8914548907011917,,
50,1.6666666666666667,66.83666275196718,72.0998977776843,207.78611755371094,292.3256530761719,226.26901345117187,314.1084909902344,0.9183145070747857,0.9306518653940503,,
51,1.7,63.34526095857649,72.4028341643813,216.96514892578125,321.7172546386719,224.2163858876953,324.3768320546875,0.9676596474731065,0.9918009637150434,,
52,1.7333333333333334,61.043536593083104,69.91069958262158,217.39817810058594,335.1187438964844,219.66944985253906,329.6461496816406,0.9896605023890314,1.0166014200988818,,
53,1.7666666666666666,55.88851638151453,63.846117355295576,203.21153259277344,317.1199645996094,206.57643227441406,321.6971445546875,0.9837111153262115,0.9857717731333484,,
54,1.8,52.806043854382146,58.68712891670608,192.59762573242188,301.3575744628906,197.50607399804687,304.6475534902344,0.9751478617023518,0.9892007042575865,,
55,1.8333333333333333,52.29961569752262,54.307776865585616,190.939453125,283.02935791015625,198.05117897851562,289.7018747792969,0.9640914742835887,0.9769676434637369,,
56,1.8666666666666667,49.295190165219175,49.930802969982985,190.66969299316406,267.4013671875,190.45059304101562,271.606690453125,1.0011504293509932,0.9845168642252177,,
57,1.9,43.94009606786469,45.82329972848706,192.30783081054688,256.1674499511719,174.0789347158203,255.09262184960937,1.1047162663563217,1.00421348172977,,
58,1.9333333333333333,39.58939065346906,41.92955715116332,194.24798583984375,250.233154296875,158.85214333398437,239.1519785390625,1.2228225679740443,1.0463352878178365,,
59,1.9666666666666666,36.060872685764394,39.05581039182442,190.80545043945312,254.03456115722656,141.01043801171875,226.5081339345703,1.3531299748433951,1.121525115873356,,
60,2.0,36.28405661406487,36.3314216311281,205.09007263183594,275.30108642578125,139.9650431142578,212.9273233876953,1.4652949627173304,1.2929345189039765,,
61,2.033333333333333,36.14760278707127,36.53117726654657,219.90513610839844,310.828369140625,143.9746866689453,213.7745371328125,1.5273874956508655,1.454000898841921,,
62,2.066666666666667,37.11728504616357,36.76760627788857,244.46115112304688,346.568603515625,152.71440224511718,216.62143044335937,1.6007733882929378,1.5998814281961973,,
63,2.1,41.27398868523369,37.88545444232577,262.1598205566406,385.0338439941406,165.38418679101562,225.030030296875,1.585156511292785,1.7110331607127176,,
64,2.1333333333333333,55.75246601063943,39.97460249450935,267.0698547363281,413.9134826660156,180.79644875390625,235.83628945214843,1.4771852908452543,1.7550881742056892,,
65,2.1666666666666665,75.11296380368996,43.87603620386703,271.1037902832031,440.8167419433594,206.70488076074218,251.9356241689453,1.3115500189712583,1.7497197682839503,,
66,2.2,101.9608889431524,46.05205122685048,295.0769958496094,459.42181396484375,254.93946938378906,258.2417917714844,1.1574394367527172,1.7790374315996909,,
67,2.2333333333333334,127.2410473999527,47.32524029593441,349.22442626953125,466.0390319824219,334.3219919667969,259.72900490625,1.0445750942528915,1.7943280233589627,,
68,2.2666666666666666,137.70126432527664,48.95080896562395,394.0086975097656,466.0845947265625,384.5237131582031,262.1889963613281,1.024666838551151,1.7776664970494855,,
69,2.3,139.56379342963754,49.68345375806077,404.7874450683594,466.5299377441406,392.66803078515625,262.8328562246094,1.030864275502566,1.7750061557960533,,
70,2.3333333333333335,134.7549271279308,49.65395891987128,389.99005126953125,471.4098205566406,380.2496653066406,263.4697580800781,1.025615764724042,1.7892369279564977,,
71,2.3666666666666667,117.07172204601638,48.78320079907516,338.83380126953125,466.6581726074219,331.3302317128906,260.8262033925781,1.022646800196436,1.7891537220477778,,
72,2.4,96.80760723184001,44.88701683042828,301.4773254394531,425.89739990234375,284.99493508203125,239.99545388085937,1.057833976427257,1.7746061144715326,,
73,2.433333333333333,83.68119936819045,50.82035008938909,272.84234619140625,347.7773132324219,248.16488747460937,242.26431374414062,1.09943976751877,1.4355284435317837,,
74,2.466666666666667,78.3685937329078,70.67409882704412,264.90576171875,255.2667236328125,232.17079262597656,281.5986032949219,1.1409952075475271,0.906491440816801,,
75,2.5,81.62316703829815,101.94148725961621,264.0426330566406,222.3769073486328,239.32574562890625,362.3048105703125,1.1032771771494234,0.6137840317344506,,HOOK-R
76,2.533333333333333,88.18598422306383,124.56216451311853,265.4299011230469,236.9427947998047,254.62381081445312,421.3202219472656,1.0424394335864695,0.5623817288064126,,
77,2.566666666666667,94.46318169873278,132.52049236061876,263.1094970703125,236.3385467529297,251.74957375390625,435.53277687890625,1.0451239028810073,0.5426423895041091,,
78,2.6,87.21956109847628,122.91929090018736,236.9759521484375,218.59556579589844,230.50006203515625,424.1039743886719,1.028094960392217,0.5154291848148671,,
79,2.6333333333333333,74.8582700241433,108.291746805019,222.2666015625,208.92056274414062,208.35882668359375,410.67108254296875,1.0667491514531615,0.5087296662098948,,HOOK-R
80,2.6666666666666665,74.96317922752186,91.98137383253497,215.0976104736328,208.17942810058594,197.61895851953125,373.56451516015625,1.0884462304884281,0.5572783807137954,,HOOK-R
81,2.7,86.44997345988816,75.6625166238308,211.33837890625,227.2574462890625,196.85916237695312,329.35809426171875,1.0735511436423342,0.6900010968258647,,HOOK-R
82,2.7333333333333334,113.97908783251533,64.01563560173243,227.55908203125,256.45709228515625,229.7938242421875,293.5525827871094,0.9902750118794218,0.8736325528130149,,
83,2.7666666666666666,138.50070883850447,55.948504118108694,241.49522399902344,273.19427490234375,262.6603708730469,267.8164377675781,0.9194200982673046,1.0200803101541986,,
84,2.8,151.00840426322165,48.026036702586175,205.64218139648438,278.04278564453125,227.31689553125,242.4513712392578,0.9046497881993733,1.146798156774089,,
85,2.8333333333333335,141.66201368029024,42.266430991794536,180.9964141845703,290.4787902832031,198.74105934960937,221.27340798242187,0.910714750021413,1.3127595987778116,,
86,2.8666666666666667,127.20112260055204,39.494140344630644,205.30325317382812,346.0199279785156,200.925538109375,214.59228615625,1.0217877483651188,1.612452778132807,,
87,2.9,90.02596189551228,34.627087505878244,217.82420349121094,387.83905029296875,192.85923867089843,209.9757090078125,1.129446559015581,1.8470662731684766,,
88,2.933333333333333,74.34202747577635,36.870419715384905,234.49913024902344,426.544921875,181.49105934960937,223.28932289941406,1.2920698743473842,1.910279077997595,,
89,2.966666666666667,58.933497962416695,52.67324843311673,245.2034454345703,469.74169921875,177.17767433984375,258.20068459375,1.3839409866293122,1.8192891314670068,,
90,3.0,54.99545726199621,65.00322216659445,240.01040649414062,499.05828857421875,172.87452797753906,283.45538430078125,1.3883503214847492,1.7606237743738045,,
91,3.033333333333333,55.58448136115004,79.16975669931293,230.46759033203125,534.4133911132812,174.02787880761718,321.82306008203125,1.324314195582459,1.6605814107201071,,
92,3.066666666666667,55.33644324197324,80.81908226301817,211.6577911376953,528.7559814453125,170.53749184472656,335.78070168359375,1.2411217548010414,1.5747062853646647,,
93,3.1,51.166557511392995,80.98412108916241,181.02027893066406,489.05615234375,165.69590859277343,341.0650339589844,1.0924849048358396,1.4339087964161188,,
94,3.1333333333333333,50.44181960632875,87.30072389440267,160.75198364257812,456.6016845703125,167.46624855859375,363.0680246816406,0.9599067574881132,1.257620207592469,,
95,3.1666666666666665,52.370437142519044,89.26165867872945,172.99693298339844,404.75518798828125,177.0900431142578,359.00238137109375,0.9768868420896001,1.1274442983983823,,
96,3.2,57.75033495788877,88.48398751658465,180.4227294921875,340.3003845214844,191.7513437734375,351.22174172265625,0.9409202873976453,0.9689046664719407,,
97,3.2333333333333334,63.30272944138132,87.23497490190219,186.5928955078125,293.11431884765625,208.4560556875,356.2939768300781,0.8951186133327643,0.822675481228937,,
98,3.2666666666666666,63.015800583368794,85.46223294647405,185.46669006347656,270.763427734375,210.2677774892578,353.76312355859375,0.8820499853951789,0.7653805886003505,,HOOK-R
99,3.3,63.21738590930239,84.88342941625544,190.05105590820312,288.4375915527344,209.94381813867187,369.32025246484375,0.9052472113404683,0.7809958691073712,,HOOK-R
100,3.3333333333333335,58.59471765561913,87.75394588590044,193.9107208251953,328.5650329589844,203.78961281640625,391.464112328125,0.9515240651636606,0.8393235104105312,,
101,3.3666666666666667,54.97483192413281,87.35483359851264,203.05662536621094,359.8057861328125,191.54539589746093,396.0146799550781,1.0600966126845057,0.9085667889221355,,
102,3.4,52.109822586907825,84.29333875998941,219.3562469482422,376.4944763183594,184.41949562890625,388.8843088613281,1.1894417463847564,0.9681400553824175,,
103,3.433333333333333,51.16800524954549,83.73228999405379,227.92404174804688,399.7806091308594,183.73025612695312,391.63372902734375,1.2405362434729146,1.0208022943369794,,
104,3.466666666666667,49.16712508225279,80.0317656406643,238.81594848632812,409.70709228515625,180.34384255273437,384.9950876699219,1.3242256852572936,1.064187843966522,,
105,3.5,46.55795433842575,76.9713724662074,249.02236938476562,415.3623352050781,180.88790993554687,374.52691750390625,1.3766667405991706,1.1090319968810947,,
106,3.533333333333333,44.157157859469606,72.4000546551481,260.4449157714844,422.1490173339844,180.48104958398437,358.9765635,1.443059625217272,1.1759793263884883,,
107,3.566666666666667,43.860706796312556,66.69340219258662,276.34063720703125,427.3499450683594,182.64914040429687,339.0381174550781,1.5129588707362471,1.260477577790298,,
108,3.6,38.72704328934041,61.11519570949048,285.85284423828125,431.1612548828125,176.25836281640625,320.7836008535156,1.6217831578069888,1.3440875834538073,,
109,3.6333333333333333,34.66348627693798,55.74791105683663,296.677490234375,441.3941955566406,174.82969765527343,302.1661081777344,1.6969513430112955,1.460766722709392,,
