frame,time_s,violations,L_is_punch,R_is_punch,L_wrist_mouth_span_ema,R_wrist_mouth_span_ema,L_vel,R_vel,L_elbow_deg,R_elbow_deg,L_waist_block,R_waist_block
85,2.8333333333333335,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,2.3990694877785868,3.8441775769620308,-0.6006115830157865,-1.0834182346525325,53.19747211701574,36.7758499892578,0,0
86,2.8666666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.9639946523397414,3.0649667777218403,-0.4350748354388454,-0.7792107992401904,46.85218384373386,44.066516863053586,0,0
87,2.9,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.6408800665736787,2.4886654046118744,-0.32311458576606267,-0.576301373109966,45.18377988314577,49.03747499193902,0,0
88,2.933333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.402720167270353,2.0533087510127306,-0.2381598993033256,-0.4353566535991438,45.25682848085307,47.37350465402988,0,0
89,2.966666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.2224967207757549,1.7540347877560003,-0.1802234464945982,-0.2992739632567303,45.64880131828895,61.40796658405981,0,0
90,3.0,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.0810848615722513,1.5491239985491825,-0.14141185920350363,-0.20491078920681782,46.87215835952134,65.97596624053718,0,0
91,3.033333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,0.9692416559922571,1.3873368954988206,-0.11184320557999416,-0.16178710305036192,48.30615328429129,59.116445962156135,0,0
92,3.066666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,0.8885930188790906,1.196968243761136,-0.0806486371131665,-0.19036865173768458,49.22311055323145,19.304725870280528,0,0
93,3.1,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,0.8233116250637659,1.0777384930372227,-0.06528139381532472,-0.11922975072391329,50.70067834780728,24.170859838559007,0,0
94,3.1333333333333333,ElbowBent(R);GuardAway(L),0,1,0.7746466077139009,0.998977262780713,-0.04866501734986495,-0.07876123025650972,61.7226521613613,29.871316500038564,0,0
95,3.1666666666666665,ElbowBent(R);GuardAway(L),0,1,0.7480115931451603,0.9508650171738238,-0.026635014568740623,-0.048112245606889203,72.60128825875212,15.332802001131853,0,0
96,3.2,ElbowBent(R);GuardAway(L),0,1,0.7623773583798259,0.9578392889313176,0.014365765234665595,0.006974271757493877,79.80450633303798,40.86848522668341,0,0
97,3.2333333333333334,ElbowBent(R);GuardAway(L),0,1,0.8221901481883714,1.0164701128607065,0.05981278980854554,0.0586308239293889,89.4186668626045,74.87737968829451,0,0
98,3.2666666666666666,ElbowBent(R);GuardAway(L),0,1,0.8815554410944741,1.0712643394866506,0.05936529290610271,0.05479422662594402,81.94408800485404,92.51592508292164,0,0
99,3.3,ElbowBent(R);GuardAway(L),0,1,0.9061750137973866,1.0421250872965653,0.024619572702912484,-0.029139252190085285,74.99261946539039,52.39384967670877,0,0
100,3.3333333333333335,ElbowBent(R);GuardAway(L),0,1,0.9199545342130018,0.9941521491310114,0.013779520415615143,-0.047972938165553924,71.73370883786072,64.42458518507655,0,0
101,3.3666666666666667,ElbowBent(R);GuardAway(L),0,1,0.9076591353878206,0.9486678908433835,-0.012295398825181159,-0.04548425828762781,70.77051509377044,71.9472672664055,0,0
102,3.4,ElbowBent(R);GuardAway(L),0,1,0.9022274456694603,0.9299459114252344,-0.0054316897183602775,-0.018721979418149126,68.88512183859186,76.20482592986191,0,0
103,3.433333333333333,ElbowBent(R);GuardAway(L),0,1,0.8832266794798351,0.9140179688512788,-0.019000766189625207,-0.015927942573955578,67.85663505038937,71.78979147520086,0,0
104,3.466666666666667,ElbowBent(R);GuardAway(L),0,1,0.8572582634493715,0.8963240761534613,-0.025968416030463626,-0.017693892697817515,68.17184624400134,72.74202389358652,0,0
105,3.5,ElbowBent(R);GuardAway(L),0,1,0.8284516058624836,0.8786103106396331,-0.02880665758688794,-0.017713765513828195,66.62329767257273,69.75307994537725,0,0
106,3.533333333333333,,0,0,0.7973844972429422,0.8692578141925713,-0.031067108619541317,-0.00935249644706182,63.78230601388826,59.22258710578537,0,0
107,3.566666666666667,,0,0,0.7171741854852096,0.8699585704172137,-0.08021031175773263,0.0007007562246423849,63.42662138697577,59.13174519609724,0,0
108,3.6,,0,0,0.6276906119862524,0.8624033429756213,-0.08948357349895719,-0.007555227441592427,72.64995397040474,59.55002967681111,0,0
109,3.6333333333333333,,0,0,0.5611910434739602,0.8560550666565064,-0.06649956851229222,-0.006348276319114832,69.27597346537074,59.29587651360984,0,0
110,3.6666666666666665,,0,0,0.529582937168604,0.8547889388425938,-0.031608106305356154,-0.0012661278139126653,66.90051254853903,58.91290634617204,0,0
111,3.7,,0,0,0.5196647810036992,0.8678372026432601,-0.009918156164904879,0.013048263800666371,71.1129493052748,60.62513464022453,0,0
112,3.7333333333333334,,0,0,0.5748600810712362,0.9058783470813676,0.055195300067537034,0.038041144438107466,81.19948394977285,70.76716581781366,0,0
113,3.7666666666666666,,0,0,0.6647902200846968,0.9414470300181359,0.08993013901346059,0.03556868293676829,91.75469363446373,61.08091090651905,0,0
114,3.8,,0,0,0.7578953994187969,1.0035749798889406,0.09310517933410012,0.06212794987080472,94.85425080156975,78.46253713534897,0,0
115,3.8333333333333335,,0,0,0.9230148460440676,1.1212562646717197,0.16511944662527067,0.11768128478277906,90.711703042618,96.14963433293532,0,0
116,3.8666666666666667,,0,0,1.099997849841005,1.2435997513487451,0.17698300379693743,0.12234348667702544,79.84703562218115,88.68547208462063,0,0
117,3.9,ElbowBent(R);GuardAway(L),0,1,1.8305260970241706,2.3041300361444677,0.7305282471831656,1.0605302847957225,67.31592082042839,90.22787772283415,0,0
118,3.933333333333333,ElbowBent(R);GuardAway(L),0,1,1.6958613656854256,2.1477262667758548,-0.13466473133874501,-0.1564037693686129,55.90923570447493,105.4396087763347,0,0
119,3.966666666666667,ElbowBent(R);GuardAway(L),0,1,1.809561478120791,2.089829884719745,0.11370011243536537,-0.05789638205610981,85.21224026304134,107.79941836042505,0,0
120,4.0,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,2.403067711254721,2.4984152475747257,0.59350623313393,0.4085853628549807,100.35010784169367,109.34055206209266,0,0
121,4.033333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,2.8885637740471886,2.5581622380737117,0.4854960627924676,0.05974699049898602,110.8454170321025,114.44807615302348,0,0
122,4.066666666666666,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,2.755242895013663,2.6500752738555504,-0.1333208790335254,0.09191303578183874,109.29070498635431,112.99781651828049,0,0
123,4.1,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,2.261647651225836,2.21446759022563,-0.49359524378782726,-0.4356076836299203,62.222537944253865,87.58941950986171,0,0
124,4.133333333333334,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.9679643101244737,1.897540164535689,-0.2936833411013622,-0.31692742568994103,62.25935122376543,117.69751638340651,0,0
125,4.166666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.8665483126735465,1.6512693544672812,-0.10141599745092722,-0.2462708100684079,77.69247988714314,110.52723655786025,0,0
126,4.2,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.8505635138719287,1.4133454217170525,-0.01598479880161774,-0.23792393275022872,94.92354930816694,94.2626317649306,0,0
127,4.233333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.9535079539966644,1.2111779785480183,0.10294444012473569,-0.20216744316903412,118.50528282796513,72.93910665928952,0,0
128,4.266666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,2.380667200153241,1.1307271161232613,0.4271592461565765,-0.08045086242475707,110.80534759066539,95.01274604446984,0,0
129,4.3,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,3.2149721648774885,1.3801512084846963,0.8343049647242475,0.24942409236143503,99.93471614113814,83.96747515375323,0,0
130,4.333333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,4.657762502875867,2.799322581292106,1.4427903379983786,1.4191713728074098,74.85432918358757,71.73175243277173,0,0
131,4.366666666666666,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,4.13943247780236,2.8859615357399635,-0.5183300250735074,0.08663895444785741,51.32814513096621,89.0982451470039,0,0
132,4.4,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,4.163778883301891,3.2862363297118677,0.024346405499531265,0.40027479397190424,120.43936597590368,107.94824967080129,0,0
133,4.433333333333334,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,5.013826386641963,4.436393648084447,0.8500475033400718,1.1501573183725795,130.62589194124516,113.3448569232327,0,0
134,4.466666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,5.0790300937818715,4.962313547067723,0.06520370713990875,0.5259198989832754,119.66313797575863,110.91062736730971,0,0
135,4.5,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,4.136339169365017,4.150919096047871,-0.9426909244168549,-0.8113944510198516,93.51505236130366,99.58603493411817,0,0
136,4.533333333333333,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,3.331955803124458,3.4033934739339844,-0.8043833662405588,-0.7475256221138866,68.99980976970318,166.85826501169322,0,0
137,4.566666666666666,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,2.7424931045155834,2.909816271873839,-0.5894626986088745,-0.4935772020601452,64.1356370825184,167.09952421523215,0,0
138,4.6,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,2.3441355004729028,2.545422304260729,-0.3983576040426806,-0.36439396761311027,71.23618960657342,160.29641711859406,0,0
139,4.633333333333334,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,2.0795175293143027,2.2082814937967665,-0.2646179711586001,-0.3371408104639624,77.5809143934176,163.93821536547222,0,0
140,4.666666666666667,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,1.8948172979489215,1.9613808635382592,-0.18470023136538116,-0.24690063025850728,84.03133514517175,172.43420720147526,0,0
141,4.7,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.6571706485164956,1.7252535735148062,-0.23764664943242586,-0.236127290023453,40.443192154870474,146.53609288522944,0,0
142,4.733333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.6304910748733292,1.5308153806805214,-0.02667957364316642,-0.19443819283428487,69.68892604850625,126.13425371460058,0,0
143,4.766666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.9600842517526884,1.5746854419199443,0.3295931768793592,0.04387006123942294,71.57687092706858,94.94518000160402,0,0
144,4.8,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,2.8419290993715736,2.4122438686618892,0.8818448476188852,0.8375584267419449,70.15284259773954,78.60341114558085,0,0
145,4.833333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,4.697543891257004,4.089842470061036,1.8556147918854302,1.677598601399147,102.83036612918605,105.01699428694516,0,0
146,4.866666666666666,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,4.548454871366436,3.894605010218684,-0.14908901989056744,-0.1952374598423523,124.1901021473607,115.45023347913565,0,0
147,4.9,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,5.078210447212806,5.675623006653661,0.5297555758463695,1.7810179964349766,119.92943800114018,134.81189226326026,0,0
148,4.933333333333334,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,4.708240140041262,5.907821958428764,-0.36997030717154367,0.23219895177510352,96.99881321038363,102.92936763342414,0,0
149,4.966666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,3.8392013429496936,5.42003747020586,-0.8690387970915685,-0.4877844882229043,77.59798667165306,131.33467754682775,0,0
150,5.0,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,3.0484530070486113,4.517725855652966,-0.7907483359010823,-0.902311614552894,71.30417465251126,80.96911157262191,0,0
151,5.033333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,2.372903835835068,3.617420550616987,-0.6755491712135435,-0.9003053050359786,62.89963481110987,69.52556856049267,0,0
