frame,time_s,violations,L_is_punch,R_is_punch,L_wrist_mouth_span_ema,R_wrist_mouth_span_ema,L_vel,R_vel,L_elbow_deg,R_elbow_deg
46,1.5333333333333334,,0,0,2.3655249655393242,2.0650830618203546,0.0010346959030829161,0.002860915912113793,165.464265170767,168.1705336796378
47,1.5666666666666667,,0,0,2.3654749114729086,2.0667509558847756,-5.005406641567234e-05,0.0016678940644210272,165.51027308908547,168.07403264110354
48,1.6,,0,0,2.3645809726956033,2.0675151910724887,-0.0008939387773052587,0.0007642351877130693,165.5276859421448,167.9277673797575
49,1.6333333333333333,,0,0,2.362992680479753,2.0674143068155177,-0.0015882922158501067,-0.00010088425697096781,165.54109756544554,167.79690437175714
50,1.6666666666666667,,0,0,2.3602739074360075,2.0664506985024724,-0.0027187730437456814,-0.0009636083130453166,165.57368616141935,167.68177569556687
51,1.7,,0,0,2.3564425829705744,2.064839556720794,-0.003831324465433106,-0.0016111417816784268,165.5727677658166,167.66974371342593
52,1.7333333333333334,,0,0,2.352021642281138,2.0632287826141797,-0.004420940689436215,-0.0016107741066142545,165.55639702730107,167.66501088966993
53,1.7666666666666666,,0,0,2.3475955700578126,2.06179705612218,-0.004426072223325583,-0.0014317264919996298,165.54659697808728,167.64459709251472
54,1.8,,0,0,2.3423151933236723,2.0613677288093286,-0.00528037673414028,-0.00042932731285150183,165.5612584042872,167.61870436076472
55,1.8333333333333333,,0,0,2.3364562429595077,2.059928875595036,-0.005858950364164617,-0.0014388532142928234,165.61775415992273,167.62287802907105
56,1.8666666666666667,,0,0,2.3316193449574616,2.058712097345148,-0.004836898002046119,-0.0012167782498879731,165.5907622945476,167.5544105319653
57,1.9,,0,0,2.327145057581247,2.0564081529313842,-0.00447428737621447,-0.002303944413763581,165.6793686085436,167.54810523835303
58,1.9333333333333333,,0,0,2.324570676971461,2.05643885047007,-0.0025743806097859867,3.0697538685675596e-05,165.77276640590685,167.41086447485608
59,1.9666666666666666,,0,0,2.3250168440508276,2.055191048725073,0.0004461670793665107,-0.0012478017449968348,165.86902051909297,166.89608025629303
60,2.0,,0,0,2.335351631560564,2.059814037729258,0.010334787509736376,0.0046229890041851185,165.9359419211277,166.4450139898928
61,2.033333333333333,,0,0,2.35031006158852,2.0672868872888315,0.014958430027955938,0.00747284955957328,166.11124813407335,166.26908354918405
62,2.066666666666667,GuardAway(R),1,0,2.3774051450983498,2.082871392040821,0.02709508350982981,0.01558450475198958,165.45845618843663,166.0312601714291
63,2.1,GuardAway(R),1,0,2.403158353317141,2.0932301017767534,0.025753208218791013,0.010358709735932337,165.17459552471573,166.12287664288388
64,2.1333333333333333,GuardAway(R),1,0,2.4277698355718087,2.099859030120887,0.024611482254667916,0.006628928344133644,164.71227200688466,165.6715008226924
65,2.1666666666666665,GuardAway(R),1,0,2.4604765403509177,2.094101685859213,0.032706704779108975,-0.005757344261673847,164.6155190244194,164.90291229211934
66,2.2,GuardAway(R),1,0,2.49527394720735,2.09359484130593,0.03479740685643229,-0.0005068445532829813,164.51684863550028,164.24807022872625
67,2.2333333333333334,GuardAway(R),1,0,2.521831186557389,2.068326218035078,0.02655723935003884,-0.02526862327085233,162.90854025401987,162.92424588188146
68,2.2666666666666666,GuardAway(R),1,0,2.5404515809374297,2.0484435097289855,0.018620394380040928,-0.0198827083060924,160.068699888421,162.47930492765443
69,2.3,GuardAway(R),1,0,2.5527290523445814,2.0334173504487656,0.01227747140715163,-0.015026159280219886,156.36075347067737,161.34242523574838
70,2.3333333333333335,GuardAway(R),1,0,2.5593031633705,2.0228908812869184,0.006574111025918761,-0.010526469161847185,154.23638125216206,160.81197322528607
71,2.3666666666666667,GuardAway(R),1,0,2.5623758050485383,2.0231835651792953,0.0030726416780382237,0.0002926838923769104,152.95268552643535,161.22014376787703
72,2.4,GuardAway(R),1,0,2.5654317481709006,2.0269775319719248,0.003055943122362237,0.003793966792629444,154.0081043454435,161.626386960479
73,2.433333333333333,GuardAway(R),1,0,2.566675134132309,2.0290390720377935,0.001243385961408272,0.0020615400658687832,154.414870245929,162.4704248062935
74,2.466666666666667,GuardAway(R),1,0,2.5666267167602057,2.030005177842877,-4.841737210314889e-05,0.0009661058050833837,154.68059463183667,163.4934264054336
75,2.5,GuardAway(R),1,0,2.562750295901595,2.031112730550241,-0.0038764208586106186,0.0011075527073640679,153.75595608417797,163.7860929798645
76,2.533333333333333,GuardAway(R),1,0,2.557708307279045,2.0369877250227875,-0.005041988622549898,0.005874994472546469,153.25007119257194,164.38978760570527
77,2.566666666666667,GuardAway(R),1,0,2.555600425103825,2.0494793786009344,-0.002107882175220066,0.012491653578146966,154.57356113734133,164.92682086861493
78,2.6,GuardAway(R),1,0,2.5477482135696943,2.0570915878058895,-0.007852211534130848,0.007612209204955089,155.7198947141581,164.81572725900335
79,2.6333333333333333,GuardAway(R),1,0,2.540069396920762,2.0620143099990114,-0.0076788166489323295,0.004922722193121842,156.6578911313645,165.783303087862
80,2.6666666666666665,GuardAway(L);GuardAway(R),1,1,2.550547042585406,2.0866121325341487,0.010477645664644264,0.024597822535137315,157.1625200042245,168.16044254207517
81,2.7,GuardAway(L);GuardAway(R),1,1,2.5624110986314292,2.108046122788313,0.01186405604602303,0.02143399025416448,158.90075919784687,169.3977414702737
82,2.7333333333333334,GuardAway(L);GuardAway(R),1,1,2.5814646745825853,2.1323867956742872,0.019053575951156088,0.02434067288597408,159.71663984804857,169.7384463792634
83,2.7666666666666666,GuardAway(L);GuardAway(R),1,1,2.6110714804337842,2.1705162251982473,0.029606805851198903,0.038129429523960034,162.71803735939267,169.8932349605122
84,2.8,GuardAway(L);GuardAway(R),1,1,2.6502257206424638,2.213744330239941,0.039154240208679525,0.04322810504169361,165.97526128011006,168.65116530078615
85,2.8333333333333335,GuardAway(L);GuardAway(R),1,1,2.6952614746393238,2.24916420560238,0.045035753996859995,0.03541987536243907,167.1197159831274,168.50393305351378
86,2.8666666666666667,GuardAway(L);GuardAway(R),1,1,2.7457230279060685,2.2838445661774625,0.05046155326674473,0.0346803605750825,168.19766862246254,167.96778946559573
87,2.9,GuardAway(L);GuardAway(R),1,1,2.7892154034568164,2.3184203545052395,0.04349237555074792,0.03457578832777708,166.91710998130026,168.06390633403618
88,2.933333333333333,GuardAway(L);GuardAway(R),1,1,2.8044240229675728,2.3383823771272696,0.01520861951075636,0.019962022622030062,167.18372690471864,166.89594468830404
89,2.966666666666667,GuardAway(L);GuardAway(R),1,1,2.8071637954256103,2.354291382976328,0.0027397724580375815,0.0159090058490583,165.6687549951617,166.33412309582994
90,3.0,GuardAway(L);GuardAway(R),1,1,2.8087399702594356,2.3594938131876417,0.0015761748338252168,0.005202430211313835,165.1512699778167,165.77989659576946
91,3.033333333333333,GuardAway(L);GuardAway(R),1,1,2.803798566336535,2.3529539299451643,-0.004941403922900545,-0.006539883242477451,164.1542575880785,166.9913487536782
92,3.066666666666667,GuardAway(L);GuardAway(R),1,1,2.782026085403662,2.326976802454894,-0.021772480932872984,-0.02597712749027048,163.74713496604113,168.11757481528883
93,3.1,GuardAway(L);GuardAway(R),1,1,2.7526248443180323,2.295225755451056,-0.029401241085629692,-0.03175104700383802,164.47731702516373,168.94705319574777
94,3.1333333333333333,GuardAway(L);GuardAway(R),1,1,2.7167859985938723,2.2702846728767994,-0.03583884572416007,-0.024941082574256423,165.46026530009198,171.90398196771065
95,3.1666666666666665,GuardAway(L);GuardAway(R),1,1,2.694208267387001,2.27039373717488,-0.02257773120687112,0.00010906429808077434,165.31140307437158,173.39443248194215
96,3.2,GuardAway(L);GuardAway(R),1,1,2.675713399611574,2.2825461115072074,-0.018494867775427082,0.012152374332327298,164.96549149763257,173.84772710593845
97,3.2333333333333334,GuardAway(L);GuardAway(R),1,1,2.666026572897149,2.2918576513047237,-0.009686826714425223,0.00931153979751631,164.02346937043052,173.69403852501543
98,3.2666666666666666,GuardAway(L);GuardAway(R),1,1,2.6581780550987584,2.298854587027632,-0.007848517798390464,0.006996935722908049,163.65876903845265,174.3000952728679
99,3.3,GuardAway(L);GuardAway(R),1,1,2.6521041508791354,2.3019724262951327,-0.00607390421962295,0.003117839267500866,163.01436781788627,172.25052709373426
100,3.3333333333333335,GuardAway(L);GuardAway(R),1,1,2.6465067674351426,2.302382394714058,-0.005597383443992854,0.00040996841892537716,162.21342773595222,171.00710586154895
101,3.3666666666666667,GuardAway(L);GuardAway(R),1,1,2.6419807357075915,2.302266786135536,-0.004526031727551061,-0.00011560857852188633,161.38428497801348,169.71229226505747
102,3.4,GuardAway(L);GuardAway(R),1,1,2.6407750931857485,2.302613359599267,-0.0012056425218429645,0.00034657346373068165,160.88568584318352,169.40934856104718
103,3.433333333333333,GuardAway(L);GuardAway(R),1,1,2.6411074006977375,2.3049400618588938,0.0003323075119889829,0.002326702259626945,160.25740621415386,168.5907387187788
104,3.466666666666667,GuardAway(L);GuardAway(R),1,1,2.6418553574036814,2.3111091457507613,0.000747956705943853,0.006169083891867544,159.241717601131,167.879382504474
105,3.5,GuardAway(L);GuardAway(R),1,1,2.6400582462913986,2.321894703271944,-0.0017971111122827566,0.01078555752118282,158.28058574045474,167.49872214085184
106,3.533333333333333,GuardAway(L);GuardAway(R),1,1,2.6353458976091906,2.327938110848986,-0.004712348682208045,0.006043407577041915,157.86131780651135,167.55821423910297
107,3.566666666666667,GuardAway(L);GuardAway(R),1,1,2.6357427128709032,2.335521899651151,0.00039681526171264636,0.007583788802164815,157.38748000126543,168.1393385175462
108,3.6,GuardAway(L);GuardAway(R),1,1,2.6345873319645765,2.342691343898863,-0.0011553809063267195,0.007169444247712153,157.26777571704125,168.0837539353974
109,3.6333333333333333,GuardAway(L);GuardAway(R),1,1,2.629574284442236,2.348082083868917,-0.005013047522340663,0.005390739970053904,155.7770064765807,167.76601957036434
110,3.6666666666666665,GuardAway(L);GuardAway(R),1,1,2.62168876800819,2.351686590577407,-0.00788551643404567,0.003604506708489996,155.12129752559633,168.66130492819426
111,3.7,GuardAway(L);GuardAway(R),1,1,2.6130106727352054,2.337588755180133,-0.008678095272984798,-0.01409783539727405,154.66250561204222,168.40775486105682
112,3.7333333333333334,GuardAway(L);GuardAway(R),1,1,2.6076812444704527,2.3073891943323925,-0.005329428264752689,-0.030199560847740337,154.4976498629242,167.43778006228857
113,3.7666666666666666,GuardAway(L);GuardAway(R),1,1,2.5989497134934436,2.2769470786437305,-0.008731530977009072,-0.030442115688662064,154.42958312107925,167.38716419742536
114,3.8,GuardAway(L);GuardAway(R),1,1,2.5966148679356484,2.2562818349680045,-0.0023348455577951732,-0.020665243675725975,154.4227240406646,167.1378830004274
115,3.8333333333333335,GuardAway(L);GuardAway(R),1,1,2.6019966764124014,2.2383513887304307,0.005381808476752958,-0.017930446237573783,154.82254869150074,166.41369301211665
116,3.8666666666666667,GuardAway(L);GuardAway(R),1,1,2.6365605428080903,2.229412805461038,0.03456386639568887,-0.008938583269392897,155.64783097915424,166.20342821843542
117,3.9,GuardAway(L);GuardAway(R),1,1,2.6803160085390654,2.231384079613089,0.04375546573097511,0.0019712741520510058,157.01768138616063,166.59404743655628
118,3.933333333333333,GuardAway(L);GuardAway(R),1,1,2.721793541551644,2.234935508955996,0.041477533012578505,0.0035514293429073085,157.6234154033281,166.54427766758093
119,3.966666666666667,GuardAway(L);GuardAway(R),1,1,2.7503255883924376,2.2380716753235963,0.02853204684079369,0.0031361663676001683,157.7575867731172,166.46827409096025
120,4.0,GuardAway(L);GuardAway(R),1,1,2.7807565893588144,2.247836486929753,0.030431000966376853,0.00976481160615661,158.69530943750345,166.76504149384903
121,4.033333333333333,GuardAway(L);GuardAway(R),1,1,2.800526267490423,2.2585526371002027,0.019769678131608792,0.0107161501704498,158.77060407361293,166.79375684533642
122,4.066666666666666,GuardAway(L);GuardAway(R),1,1,2.81922219096976,2.2677982696580665,0.018695923479336685,0.009245632557863814,158.85100955352445,166.58421145596736
123,4.1,GuardAway(L);GuardAway(R),1,1,2.8503655737807785,2.2851548138217215,0.031143382811018583,0.017356544163654952,158.21221304034526,166.16050344811887
124,4.133333333333334,GuardAway(L);GuardAway(R),1,1,2.888765141905316,2.3047923684834144,0.03839956812453771,0.019637554661692924,157.73597981728457,166.20325637306587
125,4.166666666666667,GuardAway(L);GuardAway(R),1,1,2.9119868240953415,2.3136826677408315,0.023221682190025295,0.008890299257417134,157.7663488567325,166.3403979122853
126,4.2,GuardAway(L);GuardAway(R),1,1,2.9286125445873674,2.317345095493326,0.01662572049202593,0.0036624277524945903,158.69399354712894,166.3177698079341
127,4.233333333333333,GuardAway(L);GuardAway(R),1,1,2.9449979693826163,2.320607556958796,0.01638542479524885,0.0032624614654697126,159.28417483711297,166.5748091067574
128,4.266666666666667,GuardAway(L);GuardAway(R),1,1,2.972513036239974,2.319920429493237,0.027515066857357606,-0.0006871274655586568,160.29822019170066,165.6731706481031
129,4.3,GuardAway(L);GuardAway(R),1,1,2.997424181342314,2.3167501629172755,0.02491114510234027,-0.0031702665759616444,157.95843151603248,164.72355755173874
130,4.333333333333333,GuardAway(L);GuardAway(R),1,1,3.110195195566508,2.3877541451396405,0.11277101422419378,0.07100398222236493,154.84427190425035,162.7061661925736
131,4.366666666666666,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,3.3572982940573937,2.5701063098522643,0.24710309849088574,0.18235216471262383,145.09281302237648,156.04795900085676
132,4.4,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,3.569722639775999,2.7145117294506287,0.21242434571860525,0.1444054195983644,143.50024582495575,152.8679202560107
133,4.433333333333334,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,3.7117518493972117,2.8031764437855466,0.1420292096212128,0.08866471433491796,144.42894968201858,150.7495319349499
134,4.466666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,3.8126427393156828,2.864960680508233,0.10089088991847106,0.06178423672268618,146.60938801660848,145.33311521894817
135,4.5,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,3.8012256762925603,2.872205712437974,-0.011417063023122509,0.007245031929741241,137.8576056885553,142.64085854404524
136,4.533333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,3.7677212932188295,2.9115592403050035,-0.033504383073730715,0.03935352786702939,138.62683763588404,144.17009662308945
137,4.566666666666666,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,3.5267311621127586,2.9169370753895025,-0.24099013110607093,0.005377835084499072,122.75852939775,153.8942359496313
138,4.6,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,3.281782616516645,2.8956335900868027,-0.24494854559611356,-0.021303485302699876,123.08802131378512,153.11481510280694
139,4.633333333333334,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,2.98178352932593,2.822437372858704,-0.2999990871907152,-0.07319621722809844,101.9535847560673,128.74626793094257
140,4.666666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,2.506024705536694,2.504869758511308,-0.47575882378923584,-0.317567614347396,86.95940265151926,81.21889973776194
141,4.7,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,2.0114552130964554,2.095930524653082,-0.4945694924402386,-0.4089392338582263,80.92686492582027,34.79961493317936
142,4.733333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.6162610141892944,1.734444440810871,-0.395194198907161,-0.3614860838422109,69.01506495509122,54.87965387799643
143,4.766666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.2856816555676627,1.4624844321744128,-0.3305793586216317,-0.2719600086364582,69.43833350432645,60.631492952172366
144,4.8,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.0862562153054829,1.270368993903571,-0.1994254402621798,-0.19211543827084188,63.48056366600526,58.635879037856675
145,4.833333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,0.9518403165199762,1.1199525105511836,-0.13441589878550664,-0.15041648335238733,62.79992188281527,54.29201762873724
146,4.866666666666666,ElbowBent(R);GuardAway(L),0,1,0.8589476885665249,1.0291072278780709,-0.09289262795345132,-0.09084528267311276,64.07002141645276,59.619153089879816
147,4.9,ElbowBent(R);GuardAway(L),0,1,0.8315442361051404,0.9660268463689092,-0.027403452461384536,-0.06308038150916162,65.14851967588498,54.4935812826557
148,4.933333333333334,ElbowBent(R);GuardAway(L),0,1,0.7742217166431141,0.9460913507297658,-0.05732251946202627,-0.01993549563914343,74.97012069690797,70.4380665638596
149,4.966666666666667,ElbowBent(R);GuardAway(L),0,1,0.737054307318667,0.9678213295378177,-0.037167409324447176,0.021729978808051942,88.7220018148371,111.8949387713231
150,5.0,ElbowBent(R);GuardAway(L),0,1,0.7597913468599816,1.0291055843523278,0.022737039541314674,0.06128425481451005,96.96292602639517,93.62203145515012
151,5.033333333333333,ElbowBent(R);GuardAway(L),0,1,0.7876047806282057,1.0510943013540173,0.027813433768224094,0.021988717001689473,99.02525977703225,92.49254414721862
152,5.066666666666666,ElbowBent(R);GuardAway(L),0,1,0.8573882333856,1.071117662979447,0.06978345275739428,0.020023361625429725,87.1764239475414,84.64286246137854
153,5.1,ElbowBent(R);GuardAway(L),0,1,0.9051773856018699,1.091691263773186,0.04778915221626989,0.020573600793738933,71.29525121318702,81.73012963538451
154,5.133333333333334,ElbowBent(R);GuardAway(L),0,1,0.8418544165964065,1.1170127447077038,-0.06332296900546341,0.025321480934517915,73.10633169782683,84.91185903655125
155,5.166666666666667,ElbowBent(R);GuardAway(L),0,1,0.9327394237853524,1.300592826081534,0.09088500718894588,0.1835800813738302,67.50883097508118,89.17079286562416
156,5.2,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.2712177411043974,1.6644020754720343,0.3384783173190451,0.3638092493905003,96.3791438851726,113.32410321147633
157,5.233333333333333,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,3.064999127649019,2.95046752055256,1.7937813865446217,1.2860654450805256,98.00464217284075,124.12905794587253
158,5.266666666666667,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,3.6286574185922933,4.08609986627709,0.5636582909432741,1.13563234572453,145.13485476132573,150.31750865052885
159,5.3,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,3.3134126378035456,3.89477291421244,-0.31524478078874774,-0.1913269520646499,147.7344493305592,157.66175163090756
160,5.333333333333333,GuardAway(L);GuardAway(R),1,1,2.6998408040401127,3.349313611388497,-0.6135718337634328,-0.545459302823943,153.19557636437858,162.32222666719005
161,5.366666666666666,ElbowBent(L);GuardAway(L);GuardAway(R),1,1,2.1305865279854013,2.8659349788918984,-0.5692542760547115,-0.48337863249659874,133.68742469094678,156.55296832745242
162,5.4,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.7188722168835409,2.4725600643489196,-0.4117143111018604,-0.3933749145429788,98.87462144958829,132.90934770994332
163,5.433333333333334,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,1.259790719869886,1.962901306732385,-0.45908149701365475,-0.5096587576165346,78.14474694267484,67.3210749461649
164,5.466666666666667,ElbowBent(L);ElbowBent(R);GuardAway(L);GuardAway(R),1,1,0.9822016694743599,1.5650852055021527,-0.27758905039552617,-0.39781610123023237,55.82566354373271,66.80714856193033
165,5.5,ElbowBent(R);GuardAway(L),0,1,0.8089482258064928,1.3241105683926349,-0.1732534436678671,-0.24097463710951783,51.45295020717873,65.76273029879027
166,5.533333333333333,GuardAway(L),0,1,0.731306069673497,1.261272774413213,-0.07764215613299585,-0.0628377939794218,44.25778814226174,177.25554830463068
167,5.566666666666666,GuardAway(L),0,1,0.6652954373701677,1.2210023937097536,-0.06601063230332926,-0.04027038070345945,44.62615978942236,161.49883978850585
168,5.6,GuardAway(L),0,1,0.6136299067567524,1.2137189213400839,-0.05166553061341528,-0.007283472369669752,47.232174792480876,152.66976800010565
169,5.633333333333334,ElbowBent(R);GuardAway(L),0,1,0.5784347689613006,1.0209877134366727,-0.0351951377954518,-0.19273120790341114,45.6935630631589,28.438262196235858
170,5.666666666666667,,0,0,0.5512316432331873,0.8990553442645141,-0.027203125728113342,-0.12193236917215866,46.06412612076155,35.08749910316353
171,5.7,,0,0,0.5295270634710838,0.7300015478069478,-0.021704579762103493,-0.16905379645756624,46.560531128725835,15.039602638891035
172,5.733333333333333,,0,0,0.5162600876440328,0.6305305939140475,-0.013266975827051053,-0.09947095389290028,49.07256458933831,20.92767994915845
173,5.766666666666667,,0,0,0.5090937842740586,0.6101986828403916,-0.007166303369974147,-0.02033191107365595,50.566482964940526,32.45447167105999
174,5.8,,0,0,0.5069536207652645,0.6135055432639123,-0.0021401635087940907,0.0033068604235206855,49.84394693064851,35.868931730597915
175,5.833333333333333,,0,0,0.5049932431444719,0.6195793164566874,-0.001960377620792597,0.006073773192775134,50.59429826869527,38.87122970875787
176,5.866666666666666,,0,0,0.5328700913897286,0.6274252099057738,0.027876848245256713,0.007845893449086372,53.28488686994232,35.68139547127626
177,5.9,,0,0,0.7014361178679691,0.6423261367859552,0.16856602647824048,0.014900926880181409,62.97405120020924,37.510272526487974
178,5.933333333333334,,0,0,0.8558568509865427,0.6462173342824914,0.15442073311857363,0.003891197496536214,75.35800053278398,49.731681406260435
