frame,time_s,L_elbow_deg,R_elbow_deg,L_wrist_face_px,R_wrist_face_px,dL_elbow_deg_dt,dR_elbow_deg_dt,dR_wrist_face_px_dt,dL_wrist_face_px_dt,d2L_elbow_deg_dt2,d2R_elbow_deg_dt2,d2L_wrist_face_px_dt2,d2R_wrist_face_px_dt2,L_shoulder_wrist_px,R_shoulder_wrist_px,L_ratio_wf_over_sw,R_ratio_wf_over_sw
81,2.7,86.44997345988816,75.6625166238308,211.33837890625,227.2574462890625,585.2386290749021,-419.4860734620382,724.1649627685547,186.9220733642578,9103.282187146076,2905.9239769798737,9244.140243530273,6209.987640380859,196.85916237695312,329.35809426171875,1.0735511436423342,0.6900010968258647
82,2.7333333333333334,113.97908783251533,64.01563560173243,227.55908203125,256.45709228515625,780.7610306792446,-295.71018758583153,689.0524291992188,452.35267639160156,-446.98323921460997,2694.6313496226658,-7735.133743286133,-6005.693435668945,229.7938242421875,293.5525827871094,0.9902750118794218,0.8736325528130149
83,2.7666666666666666,138.50070883850447,55.948504118108694,241.49522399902344,273.19427490234375,555.4397464605947,-239.84398348719378,323.785400390625,-328.7535095214844,-11000.121870786868,1357.1863603667873,-20397.522354125977,-6446.770477294922,262.6603708730469,267.8164377675781,0.9194200982673046,1.0200803101541986
84,2.8,151.00840426322165,48.026036702586175,205.64218139648438,278.04278564453125,47.419572626786675,-205.23109689471238,259.2677307128906,-907.4821472167969,-13688.234571009585,1677.9830717679122,4855.043792724609,10438.07601928711,227.31689553125,242.4513712392578,0.9046497881993733,1.146798156774089
85,2.8333333333333335,141.66201368029024,42.266430991794536,180.9964141845703,290.4787902832031,-357.10922494004416,-127.97844536933297,1019.6571350097656,-5.08392333984375,-12329.405240976843,1359.61416908952,21898.484802246094,18017.042541503906,198.74105934960937,221.27340798242187,0.910714750021413,1.3127595987778116
86,2.8666666666666667,127.20112260055204,39.494140344630644,205.30325317382812,346.0199279785156,-774.5407767716695,-114.59015228874439,1460.4039001464844,552.4168395996094,-6536.6580289738695,1329.3395389597035,6645.331192016602,2823.2666015625,200.925538109375,214.59228615625,1.0217877483651188,1.612452778132807
87,2.9,90.02596189551228,34.627087505878244,217.82420349121094,387.83905029296875,-792.8864268716354,-39.35580943868608,1207.8749084472656,437.9381561279297,4622.307266628535,5779.238492959826,-2125.9231567382812,-3477.9624938964844,192.85923867089843,209.9757090078125,1.129446559015581,1.8470662731684766
88,2.933333333333333,74.34202747577635,36.870419715384905,234.49913024902344,426.544921875,-466.3869589964338,270.69241390857735,1228.5397338867188,410.6886291503906,7540.318104974,6920.21769310244,-5329.035186767578,-1802.6161193847656,181.49105934960937,223.28932289941406,1.2920698743473842,1.910279077997595
89,2.966666666666667,58.933497962416695,52.67324843311673,245.2034454345703,469.74169921875,-290.1985532067021,421.99203676814324,1087.7005004882812,82.66914367675781,6242.27564966151,1901.3281512654835,-9475.896835327148,-3876.96533203125,177.17767433984375,258.20068459375,1.3839409866293122,1.8192891314670068
90,3.0,54.99545726199621,65.00322216659445,240.01040649414062,499.05828857421875,-50.23524901899982,397.4476239929429,970.0753784179688,-221.03782653808594,4429.700143595365,-2771.3120298268113,-7619.3756103515625,-9633.526611328125,172.87452797753906,283.45538430078125,1.3883503214847492,1.7606237743738045
91,3.033333333333333,55.58448136115004,79.16975669931293,230.46759033203125,534.4133911132812,5.1147896996555176,237.2379014463558,445.46539306640625,-425.2892303466797,-240.50413091033784,-5553.482372178009,-7810.077667236328,-24756.509399414062,174.02787880761718,321.82306008203125,1.324314195582459,1.6605814107201071
92,3.0666666666666664,55.33644324197324,80.81908226301817,211.6577911376953,528.7559814453125,-66.26885774635568,27.21546584774231,-680.3585815429688,-741.7096710205078,-1178.0121635148437,-2100.1991546338268,-5074.468231201172,-22916.697692871094,170.53749184472656,335.78070168359375,1.2411217548010414,1.5747062853646647
93,3.1,51.166557511392995,80.98412108916241,181.02027893066406,489.05615234375,-73.41935453466739,97.22462447076737,-1082.314453125,-763.5871124267578,1264.9057831986963,1454.2139699364477,9320.392227172852,-8762.338256835938,165.69590859277343,341.0650339589844,1.0924849048358396,1.4339087964161188
94,3.1333333333333333,50.44181960632875,87.30072389440267,160.75198364257812,456.6016845703125,18.058194466890747,124.16306384350548,-1264.5144653320312,-120.35018920898438,2745.706272121015,-1192.1350520705644,15879.724502563477,-9933.075714111328,167.46624855859375,363.0680246816406,0.9599067574881132,1.257620207592469
95,3.1666666666666665,52.370437142519044,89.26165867872945,172.99693298339844,404.75518798828125,109.62773027340027,17.74895433272974,-1744.5195007324219,295.0611877441406,2188.89285024065,-2318.4498074387143,4864.34440612793,-6151.478576660156,177.0900431142578,359.00238137109375,0.9768868420896001,1.1274442983983823
96,3.2,57.75033495788877,88.48398751658465,180.4227294921875,340.3003845214844,163.98438448293408,-30.400256652408828,-1674.613037109375,203.93943786621094,-459.6861883679982,-946.1290932658316,-3291.0266876220703,10521.977233886719,191.7513437734375,351.22174172265625,0.9409202873976453,0.9689046664719407
97,3.2333333333333334,63.30272944138132,87.23497490190219,186.5928955078125,293.11431884765625,78.9819843822004,-45.32631855165903,-1043.0543518066406,75.65940856933594,-2478.968061961769,-73.09388448438696,-2281.0054779052734,24066.931915283203,208.4560556875,356.2939768300781,0.8951186133327643,0.822675481228937
98,3.2666666666666666,63.015800583368794,85.46223294647405,185.46669006347656,270.763427734375,-1.2801529811838464,-35.27318228470129,-70.15090942382812,51.872406005859375,-2179.473424476681,1195.5301896458232,765.0157928466797,28651.17645263672,210.2677774892578,353.76312355859375,0.8820499853951789,0.7653805886003505
99,3.3,63.21738590930239,84.88342941625544,190.05105590820312,288.4375915527344,-66.31624391624499,34.37569409139584,867.0240783691406,126.66046142578125,-1835.3723519453993,1085.16367527839,2148.167037963867,17110.107421875,209.94381813867187,369.32025246484375,0.9052472113404683,0.7809958691073712
100,3.3333333333333335,58.59471765561913,87.75394588590044,193.9107208251953,328.5650329589844,-123.6383097775438,37.07106273385804,1070.5229187011719,195.0835418701172,-464.35773171636856,-1294.2720147009184,3825.336456298828,-2221.2364196777344,203.78961281640625,391.464112328125,0.9515240651636606,0.8393235104105312
101,3.3666666666666667,54.97483192413281,87.35483359851264,203.05662536621094,359.8057861328125,-97.27342603066955,-51.90910688866538,718.941650390625,381.6828918457031,998.03864488101,-1371.138252011113,2668.915557861328,-7063.508605957031,191.54539589746093,396.0146799550781,1.0600966126845057,0.9085667889221355
102,3.4,52.109822586907825,84.29333875998941,219.3562469482422,376.4944763183594,-57.102400118809804,-54.33815406688282,599.6223449707031,373.01124572753906,796.9944519126601,-180.2173485181683,-1346.810531616211,-3311.286163330078,184.41949562890625,388.8843088613281,1.1894417463847564,0.9681400553824175
103,3.433333333333333,51.16800524954549,83.73228999405379,227.92404174804688,399.7806091308594,-44.14046256982555,-63.9235967898766,498.1892395019531,291.89552307128906,-180.7254532197935,-706.134132762195,-848.0449676513672,-5488.446807861328,183.73025612695312,391.63372902734375,1.2405362434729146,1.0208022943369794
104,3.466666666666667,49.16712508225279,80.0317656406643,238.81594848632812,409.70709228515625,-69.15076366679604,-101.41376291769582,233.72589111328125,316.47491455078125,-465.13568657883275,-758.2810198929977,488.0847930908203,-4673.405456542969,180.34384255273437,384.9950876699219,1.3242256852572936,1.064187843966522
105,3.5,46.55795433842575,76.9713724662074,249.02236938476562,415.3623352050781,-75.14950834174773,-114.47566478274311,186.62887573242188,324.43450927734375,430.3807580264715,-791.3368677992385,1399.4865417480469,-808.6761474609375,180.88790993554687,374.52691750390625,1.3766667405991706,1.1090319968810947
106,3.533333333333333,44.157157859469606,72.4000546551481,260.4449157714844,422.1490173339844,-40.45871313169794,-154.16955410431171,179.81414794921875,409.7740173339844,-94.5331531528538,-821.9582910318173,850.2662658691406,-771.6796875,180.48104958398437,358.9765635,1.443059625217272,1.1759793263884883
107,3.5666666666666664,43.860706796312556,66.69340219258662,276.34063720703125,427.3499450683594,-81.45171855193799,-169.27288418486427,135.18356323242188,381.1189270019531,-1462.4939198838101,-150.19219397907193,-1570.8183288574219,462.744140625,182.64914040429687,339.0381174550781,1.5129588707362471,1.260477577790298
108,3.6,38.72704328934041,61.11519570949048,285.85284423828125,431.1612548828125,-137.95830779061862,-164.18236703624984,210.66375732421875,305.05279541015625,-606.8248773020223,123.8151690787312,-845.6932067871094,2577.069854736328,176.25836281640625,320.7836008535156,1.6217831578069888,1.3440875834538073
109,3.6333333333333333,34.66348627693798,55.74791105683663,296.677490234375,441.3941955566406,-121.90671037207281,-161.01853957961552,306.98822021484375,324.7393798828125,481.5479225563743,94.91482369902968,590.5975341796875,2889.73388671875,174.82969765527343,302.1661081777344,1.6969513430112955,1.460766722709392
