frame,time_s,violations,L_is_punch,R_is_punch,L_wrist_mouth_span,R_wrist_mouth_span,L_elbow_deg,R_elbow_deg
33,1.1,ElbowBent(R);GuardAway(R),0,1,0.8148689188791532,1.1610434530041787,146.17315171083095,34.325429667471305
34,1.1333333333333333,ElbowBent(R);GuardAway(R),0,1,0.7070881383791014,1.0740769425160788,22.654503713732137,34.632839542622825
35,1.1666666666666667,ElbowBent(L);ElbowBent(R),1,1,1.079454616951753,1.318832197206099,141.94112575482887,31.054924888318276
36,1.2,ElbowBent(R);GuardAway(R),0,1,0.8618250783277731,1.3970695120553034,46.53458198692514,27.020528264553278
37,1.2333333333333334,ElbowBent(R);GuardAway(R),0,1,0.8295540926347745,1.353856557613332,39.23100012270574,30.716800909789864
38,1.2666666666666666,ElbowBent(R);GuardAway(R),0,1,0.7998497317509281,1.513961652192333,39.83604481073145,28.825725348329136
39,1.3,ElbowBent(R);GuardAway(R),0,1,0.8555271305453698,1.518754399695194,66.33270364185722,68.46028987783293
40,1.3333333333333333,ElbowBent(R);GuardAway(R),0,1,0.884262981069602,1.6183197521228205,157.52938307407524,79.60472273683625
41,1.3666666666666667,ElbowBent(R);GuardAway(R),0,1,0.7482929905147601,1.7867689901203883,100.11616805086366,88.04484989622212
42,1.4,ElbowBent(R);GuardAway(R),0,1,0.6719210815748934,1.9277816409896757,71.35839021896787,86.50851228399901
43,1.4333333333333333,ElbowBent(R);GuardAway(R),0,1,0.6986062314876705,2.3158529882821464,82.03274946213571,82.18108155524587
44,1.4666666666666666,ElbowBent(L);ElbowBent(R),1,1,1.101597846232792,1.8527577510487867,74.50799670830628,56.272524767976435
45,1.5,ElbowBent(L);ElbowBent(R),1,1,0.9643359645950947,2.075170796399297,73.9274916214303,68.23084111139602
46,1.5333333333333334,ElbowBent(L);ElbowBent(R),1,1,1.18613497145021,2.2063473643753686,67.44492677081125,80.41441618072786
47,1.5666666666666667,ElbowBent(L);ElbowBent(R),1,1,2.7848690250725583,3.7126738208697643,71.21718798827436,78.85389716640799
48,1.6,ElbowBent(L);ElbowBent(R),1,1,3.6782944102391157,4.519142091891816,72.93354450686708,76.36295227994317
49,1.6333333333333333,ElbowBent(L);ElbowBent(R),1,1,2.760464341104693,3.7204952702329837,62.12538929098034,78.03624289096578
50,1.6666666666666667,ElbowBent(L);ElbowBent(R),1,1,2.38845910300453,3.607759482754692,58.78965083408465,68.3869276015789
51,1.7,ElbowBent(L);ElbowBent(R),1,1,2.0925808323647566,3.6235285086858693,55.85663729484938,70.7092244579036
52,1.7333333333333334,ElbowBent(L);ElbowBent(R),1,1,1.1978256127298321,2.1140878761279387,55.851854748360736,64.4992249541939
53,1.7666666666666666,ElbowBent(R);GuardAway(R),0,1,0.8061958917890133,1.2716275351791844,46.14482527384315,51.86909084322127
54,1.8,ElbowBent(R);GuardAway(R),0,1,0.6953250179071987,0.9977522339317209,46.94549520484083,47.50808627253135
55,1.8333333333333333,GuardAway(L);GuardAway(R),0,0,0.7689813344462375,0.8246887489707204,51.04744426751498,44.90263893716413
56,1.8666666666666667,GuardAway(L);GuardAway(R),0,0,0.6779793007080859,0.7323141518995621,40.93820733426851,40.20893007475054
57,1.9,GuardAway(L);GuardAway(R),0,0,0.6236090445832445,0.6824548113122665,29.11264654234432,36.94078096168137
58,1.9333333333333333,GuardAway(L);GuardAway(R),0,0,0.630448864704839,0.6890913578642458,29.72220477655148,33.48768837358753
59,1.9666666666666666,GuardAway(L);GuardAway(R),0,0,0.5719512180892508,0.7841846909511623,25.918493473740973,32.6359279818277
60,2.0,ElbowBent(R);GuardAway(R),0,1,0.820789788020197,1.0855859883523613,38.514777297369754,30.663975197810952
61,2.033333333333333,ElbowBent(R);GuardAway(R),0,1,0.8647140181716292,1.331478549157098,35.51194779176617,38.801462663116915
62,2.066666666666667,ElbowBent(R);GuardAway(R),0,1,0.9329728197990775,1.3146963823511106,45.20855834930934,39.233213987796816
63,2.1,ElbowBent(R);GuardAway(R),0,1,0.8849246312346003,1.3667239341715993,57.05347294507563,42.78476010896835
64,2.1333333333333333,ElbowBent(R);GuardAway(R),0,1,0.854389406555943,1.3071419754835993,97.80920968008348,46.62398813683426
65,2.1666666666666665,ElbowBent(L);ElbowBent(R),1,1,1.006613620250362,1.3413644576109016,117.70796758954559,55.11857300053834
66,2.2,ElbowBent(L);ElbowBent(R),1,1,1.2486687319325824,1.3417295043615847,151.18682839881325,52.074346043425614
67,2.2333333333333334,ElbowBent(R),1,1,1.6783131951845343,1.309388042327105,164.33662359224707,50.702717186593475
68,2.2666666666666666,ElbowBent(R),1,1,1.557075171850027,1.2099653894406825,155.85176956240815,52.91778323855015
69,2.3,ElbowBent(L);ElbowBent(R),1,1,1.362692461508642,1.2708532778726334,143.4453992691667,51.471575662626506
70,2.3333333333333335,ElbowBent(L);ElbowBent(R),1,1,1.1806884036133498,1.3557106559025291,122.86185949376014,49.564880022839276
71,2.3666666666666667,ElbowBent(R);GuardAway(R),0,1,0.9116905038418062,1.430283861553594,73.06407039584111,46.77272190125192
72,2.4,ElbowBent(R);GuardAway(R),0,1,0.9236537843787461,1.0350482605561884,53.37230440269764,38.41394314753896
73,2.433333333333333,ElbowBent(L);GuardAway(L),1,0,1.13385492774308,0.8342367633264695,54.29762792850172,75.23650540412585
74,2.466666666666667,ElbowBent(L);ElbowBent(R),1,1,1.8374951153604644,2.0094076477644216,66.8923237945313,138.29569784076492
75,2.5,ElbowBent(L),1,1,2.4095087295002275,4.080453033473934,89.32260020802377,170.25787022935347
76,2.533333333333333,ElbowBent(L),1,1,2.0459234364061887,3.013461343720087,103.27056075975347,162.92296658723646
77,2.566666666666667,ElbowBent(L);ElbowBent(R),1,1,1.4541886954999876,1.5236389235415628,112.08932519169592,148.2359912890499
78,2.6,ElbowBent(L);ElbowBent(R),1,1,0.951274111358968,1.0349391335932496,68.30013126230645,101.97262157592452
79,2.6333333333333333,ElbowBent(R);GuardAway(R),0,1,0.8916515182895739,0.975964665110704,48.36481400904084,81.08591558445562
80,2.6666666666666665,ElbowBent(R);GuardAway(R),0,1,0.7877154239611833,1.0267994665463578,70.58417712249971,62.44277709638986
81,2.7,ElbowBent(R);GuardAway(R),0,1,0.7864505298986856,1.10910855316017,124.58474528185405,47.808359271646985
82,2.7333333333333334,ElbowBent(R),1,1,1.1125747037426204,1.0974840541230706,173.73881413221596,41.73031094625983
83,2.7666666666666666,ElbowBent(R),1,1,1.2346516645437338,1.0159387720783477,175.27672936912157,38.587510946386736
84,2.8,ElbowBent(R);GuardAway(R),0,1,0.5581974227131329,1.061082873330537,1.8622507893638152,31.417890535666853
85,2.8333333333333335,ElbowBent(R);GuardAway(R),0,1,0.5454333695825221,1.1688001841233329,1.5303345524324345,29.00905574707524
86,2.8666666666666667,ElbowBent(R);GuardAway(R),0,1,0.8706936213596428,1.3976980625389221,101.55023149575354,33.11236664171925
87,2.9,ElbowBent(R);GuardAway(R),0,1,0.7856893497819013,1.3764620135416883,53.8310776163633,17.975279134512792
88,2.933333333333333,ElbowBent(R);GuardAway(R),0,1,0.8509220566370708,1.41546222024987,14.77406601067343,57.626779863897305
89,2.966666666666667,ElbowBent(R);GuardAway(R),0,1,0.827706615477611,1.5835507542889173,28.852070547809355,89.17737609103402
90,3.0,ElbowBent(R);GuardAway(R),0,1,0.7339587238095677,1.6374287907738,42.89652540769084,86.2372708105723
91,3.033333333333333,ElbowBent(R);GuardAway(R),0,1,0.7182145150080204,1.871195700422333,50.20030978678051,99.53154182199793
92,3.066666666666667,ElbowBent(R);GuardAway(R),0,1,0.6540519505545702,1.8479614521880297,49.32711118037384,85.83118371707215
93,3.1,ElbowBent(R);GuardAway(R),0,1,0.6544912134912002,2.4554104098800495,43.203492669238734,87.39264790855593
94,3.1333333333333333,ElbowBent(R);GuardAway(R),0,1,0.6801937332287915,2.6701780213354156,48.583521416907026,103.25917588012211
95,3.1666666666666665,ElbowBent(L);ElbowBent(R),1,1,1.2781569267862334,2.0715788070855727,64.29033557394551,91.13715227363579
96,3.2,ElbowBent(L);ElbowBent(R),1,1,1.7878625682983837,2.395035486547238,69.43573466922723,87.84877561192371
97,3.2333333333333334,ElbowBent(L);ElbowBent(R),1,1,2.4579151275240476,3.0518635480673995,72.70917453191092,87.85337748653994
98,3.2666666666666666,ElbowBent(L);ElbowBent(R),1,1,3.0366451144132167,3.912082317746509,60.3462644422556,82.67882894188584
99,3.3,ElbowBent(L);ElbowBent(R),1,1,2.0845015265941496,3.5649122723199316,63.55969995853493,83.30209978777698
100,3.3333333333333335,ElbowBent(L);ElbowBent(R),1,1,1.1091433335920302,2.406939388125837,48.96608981255201,91.2707103850478
101,3.3666666666666667,ElbowBent(R);GuardAway(R),0,1,0.9056831095580292,1.859642769192201,46.71353476772557,86.0205272602901
102,3.4,ElbowBent(R);GuardAway(R),0,1,0.8711562664080709,1.4824767187003194,48.324202452568805,77.6474820058286
103,3.433333333333333,ElbowBent(R);GuardAway(R),0,1,0.7970185669543267,1.5243417126048624,50.513456354965335,82.9922506913798
104,3.466666666666667,ElbowBent(R);GuardAway(R),0,1,0.8289144165597617,1.3957339326659652,44.65187612046626,72.01456156804338
105,3.5,ElbowBent(R);GuardAway(R),0,1,0.8327934366637653,1.2863633291971173,41.60265972416618,69.94538135839407
106,3.533333333333333,ElbowBent(R);GuardAway(R),0,1,0.8533051870194357,1.274054948371502,39.721859128660604,61.82609819144192
107,3.566666666666667,ElbowBent(R);GuardAway(R),0,1,0.9213537469453034,1.2485460139813547,43.26938553137639,53.41259690766423
108,3.6,ElbowBent(R);GuardAway(R),0,1,0.8561692537733219,1.2014976073174697,26.793296508847853,48.50235133580714
109,3.6333333333333333,ElbowBent(R);GuardAway(R),0,1,0.880007754219428,1.2543226289432887,25.046331561289,43.26444274787928
