frame,time_s,violations,L_is_punch,R_is_punch,L_dist_torso_ema,R_dist_torso_ema,L_vel,R_vel,L_elbow_deg,R_elbow_deg
21,0.7,,0,0,0.3163099750998606,0.5605696109311744,0.010981432086418663,0.033148201947649114,46.30706835322333,167.01769766763493
22,0.7333333333333333,,0,0,0.32117186835462147,0.5822212424842631,0.004861893254760885,0.02165163155308869,46.43848819329966,155.77447621696746
23,0.7666666666666667,,0,0,0.3237160976874971,0.5336180899916539,0.002544229332875625,-0.04860315249260916,43.76435567892875,46.33834643338942
24,0.8,,0,0,0.32567986552720923,0.49042109928285993,0.0019637678397121383,-0.043196990708794014,45.220414364064396,41.41052048724461
25,0.8333333333333334,,0,0,0.3218091874640323,0.4122685134402095,-0.0038706780631769244,-0.07815258584265045,46.656760066723024,14.136447869192315
26,0.8666666666666667,,0,0,0.3188331740528164,0.36329475571821956,-0.0029760134112158942,-0.04897375772198992,47.97892040522982,20.67789830610928
27,0.9,,0,0,0.3154048135127945,0.3500103784717973,-0.0034283605400219352,-0.013284377246422285,49.90224240263847,33.86609644046621
28,0.9333333333333333,,0,0,0.3110717842776528,0.3445281568279178,-0.004333029235141672,-0.005482221643879459,50.095681932197415,37.18350026209606
29,0.9666666666666667,,0,0,0.3079745839931207,0.3402304979163843,-0.0030972002845320867,-0.004297658911533497,50.83309732694833,38.19295752496505
30,1.0,,0,0,0.32051542149383916,0.3407689189047617,0.012540837500718438,0.0005384209883773639,53.1235519218944,33.75183965097276
31,1.0333333333333334,,0,0,0.3990633249834936,0.34621712413954286,0.07854790348965446,0.005448205234781178,65.6666627123797,39.33118875048164
32,1.0666666666666667,,0,0,0.48018442081467716,0.35018989386916244,0.08112109583118354,0.003972769729619574,78.5328034636528,50.06365223396514
33,1.1,,0,0,0.5686263558936475,0.3630695993283687,0.08844193507897036,0.012879705459206248,94.29950283014949,61.84322036019716
34,1.1333333333333333,,0,0,0.6798044782490518,0.38423905946227604,0.11117812235540425,0.02116946013390736,113.36849146715008,71.67990684815322
35,1.1666666666666667,,0,0,0.7802926993443419,0.3935081092590309,0.1004882210952901,0.009269049796754858,113.21234174156153,75.63741672099603
36,1.2,,0,0,0.8905252160692825,0.3795522129764401,0.11023251672494061,-0.013955896282590807,125.43571476194748,78.88549805469711
37,1.2333333333333334,,0,0,0.9539004709594356,0.3129009873593167,0.06337525489015317,-0.06665122561712339,122.93595087836982,101.04377540654406
38,1.2666666666666666,,0,0,1.0029875198997775,0.23794076956973345,0.04908704894034188,-0.07496021778958326,122.95214730797922,88.94156154107648
39,1.3,,0,0,0.9846747092056766,0.43348312617133444,-0.018312810694100956,0.195542356601601,109.09442227357795,160.55776416190554
40,1.3333333333333333,,0,0,0.7716125237734106,0.5550489864254913,-0.21306218543226596,0.12156586025415683,20.59807825264797,178.09823389053176
41,1.3666666666666667,,0,0,0.565676020727112,0.5550489864254913,-0.20593650304629862,0.0,60.659637185753546,67.12053516855316
42,1.4,,0,0,0.4454257508039946,0.5550489864254913,-0.12025026992311738,0.0,46.973330124105836,129.4800215107049
43,1.4333333333333333,,0,0,0.4060958606184177,0.5550489864254913,-0.03932989018557692,0.0,120.99618710838664,148.05039267003846
44,1.4666666666666666,,0,0,0.39536340439528694,0.5550489864254913,-0.010732456223130737,0.0,153.14989317337012,143.8968712870691
45,1.5,,0,0,0.36406516650530796,0.5550489864254913,-0.031298237889978986,0.0,142.54831463874936,113.68677285835003
46,1.5333333333333334,,0,0,0.29634547442458764,0.5550489864254913,-0.06771969208072032,0.0,98.25017094068976,97.79835415916523
47,1.5666666666666667,,0,0,0.2506520196321512,0.5550489864254913,-0.045693454792436417,0.0,100.74835392813908,98.02814743879439
48,1.6,,0,0,0.19478011598386377,0.5550489864254913,-0.05587190364828745,0.0,76.52226341808014,53.82435527169775
49,1.6333333333333333,,0,0,0.21042162247095395,0.5550489864254913,0.015641506487090173,0.0,56.3994979536094,37.922810937250205
50,1.6666666666666667,,0,0,0.2801725510871851,0.5550489864254913,0.06975092861623114,0.0,30.642627588184737,152.2778348021356
51,1.7,,0,0,0.32623792818149944,0.5550489864254913,0.04606537709431435,0.0,25.824968446663245,163.900943375702
52,1.7333333333333334,,0,0,0.3793491295720913,0.5550489864254913,0.05311120139059189,0.0,23.047036204493402,170.3793905279552
53,1.7666666666666666,,0,0,0.41246390114327064,0.5550489864254913,0.03311477157117931,0.0,23.76073610164197,155.1992360067262
54,1.8,,0,0,0.4389989086153677,0.5550489864254913,0.026535007472097083,0.0,18.152675835319645,146.24549891502207
55,1.8333333333333333,,0,0,0.463591670222254,0.5550489864254913,0.024592761606886282,0.0,22.8093680861334,150.11963366215605
56,1.8666666666666667,,0,0,0.4770028864093769,0.5550489864254913,0.013411216187122876,0.0,29.42684392190808,175.36451402044588
57,1.9,,0,0,0.48087627952741263,0.5550489864254913,0.0038733931180357506,0.0,38.82955970828064,174.92035956309616
58,1.9333333333333333,,0,0,0.48610580643120793,0.5550489864254913,0.005229526903795301,0.0,44.89149132512465,142.68865474309848
59,1.9666666666666666,,0,0,0.5005095338132506,0.5832058724950839,0.014403727382042653,0.028156886069592657,47.242454886138525,111.48786677988117
60,2.0,,0,0,0.502687333257305,0.6081274497405085,0.0021777994440543846,0.024921577245424542,51.791204759848654,113.49377644552322
61,2.033333333333333,,0,0,0.4901662065280022,0.5864250538173073,-0.012521126729302778,-0.021702395923201223,56.03207183694894,96.03749746225816
62,2.066666666666667,,0,0,0.4707208544111221,0.5578610809099128,-0.019445352116880088,-0.02856397290739443,56.58918471810777,76.47261358490486
63,2.1,,0,0,0.44119031243254314,0.5198255695329675,-0.02953054197857896,-0.038035511376945275,57.48018725738958,56.064884329575655
64,2.1333333333333333,,0,0,0.41283914555621504,0.4891962794554475,-0.028351166876328104,-0.03062929007752002,56.50297329398754,53.413651692158595
65,2.1666666666666665,,0,0,0.38731154237499227,0.4607123501839168,-0.02552760318122277,-0.028483929271530706,55.30771560834717,55.93546287902695
66,2.2,,0,0,0.3717761677912042,0.4281051251588792,-0.015535374583788064,-0.0326072250250376,54.16281248900601,35.938279157264546
67,2.2333333333333334,,0,0,0.39742632876940265,0.4199579166012391,0.025650160978198444,-0.008147208557640118,64.32827065156012,60.78213656572802
68,2.2666666666666666,,0,0,0.45588472078038156,0.4139401853427023,0.05845839201097891,-0.006017731258536774,72.2894831064377,64.68670535281855
69,2.3,,0,0,0.5577193974387794,0.43095811291094466,0.10183467665839785,0.01701792756824233,98.77848438349349,104.59737944774086
70,2.3333333333333335,,0,0,0.6742990064950639,0.4563024217109818,0.1165796090562845,0.02534430880003713,127.4157456375298,122.80038738169887
71,2.3666666666666667,,0,0,0.7678715178834541,0.4726899067919357,0.09357251138839018,0.01638748508095389,121.84537252648624,130.40615488243384
72,2.4,,0,0,0.8029373643566858,0.4733213760141609,0.03506584647323174,0.0006314692222252338,112.65072051811875,133.23191833274342
73,2.433333333333333,,0,0,0.8004584625366364,0.4372552858567121,-0.002478901820049395,-0.03606609015744883,93.21276615367701,124.8261146776734
74,2.466666666666667,,0,0,0.6694935685970075,0.38454673167784653,-0.13096489393962896,-0.05270855417886555,60.039016334050324,76.18730943049727
75,2.5,,0,0,0.570230573804613,0.34721696625194437,-0.09926299479239453,-0.03732976542590216,66.5645902602416,72.94853193235424
76,2.533333333333333,,0,0,0.4843598020108226,0.34721696625194437,-0.08587077179379032,0.0,73.74180691439487,98.39312765401581
77,2.566666666666667,,0,0,0.43125732555726753,0.34721696625194437,-0.05310247645355509,0.0,84.92285576525325,106.47685242991119
78,2.6,,0,0,0.40398279196032166,0.34721696625194437,-0.02727453359694587,0.0,102.405744324148,121.19655835428883
79,2.6333333333333333,,0,0,0.38749629977681743,0.34721696625194437,-0.01648649218350423,0.0,98.41929692865587,143.78500635945284
80,2.6666666666666665,,0,0,0.3647815841645494,0.34721696625194437,-0.02271471561226801,0.0,90.29953685588931,147.39948128234266
81,2.7,,0,0,0.3380540206145537,0.34721696625194437,-0.026727563549995725,0.0,85.7162743213746,123.0224082634776
82,2.7333333333333334,,0,0,0.29927038792802446,0.34721696625194437,-0.038783632686529235,0.0,75.54035623757007,92.64220469281211
83,2.7666666666666666,,0,0,0.301979777665096,0.34721696625194437,0.0027093897370715214,0.0,51.65339459881227,52.53007896351026
84,2.8,,0,0,0.3209698309246373,0.34721696625194437,0.01899005325954134,0.0,49.36713781252504,15.741220749902656
85,2.8333333333333335,,0,0,0.3287371740476892,0.34721696625194437,0.007767343123051884,0.0,53.19747211701574,36.7758499892578
86,2.8666666666666667,,0,0,0.35405436794486744,0.34721696625194437,0.025317193897178236,0.0,46.85218384373386,44.066516863053586
87,2.9,,0,0,0.37862326446044386,0.34721696625194437,0.02456889651557642,0.0,45.18377988314577,49.03747499193902
88,2.933333333333333,,0,0,0.4004924351496927,0.3738610691625459,0.021869170689248818,0.02664410291060154,45.25682848085307,47.37350465402988
89,2.966666666666667,,0,0,0.4165659817014085,0.41304830922295543,0.016073546551715834,0.03918724006040952,45.64880131828895,61.40796658405981
90,3.0,,0,0,0.42286658909354424,0.45567646522457683,0.006300607392135726,0.0426281560016214,46.87215835952134,65.97596624053718
91,3.033333333333333,,0,0,0.423648320070828,0.4810377372611999,0.0007817309772837344,0.025361272036623084,48.30615328429129,59.116445962156135
92,3.066666666666667,,0,0,0.42549277232678784,0.4504206590627076,0.0018444522559598608,-0.030617078198492298,49.22311055323145,19.304725870280528
93,3.1,,0,0,0.42478918969493573,0.44836759819258953,-0.0007035826318521066,-0.002053060870118084,50.70067834780728,24.170859838559007
94,3.1333333333333333,,0,0,0.41612253226816687,0.4459538843787073,-0.008666657426768865,-0.0024137138138822234,61.7226521613613,29.871316500038564
95,3.1666666666666665,,0,0,0.4081100958173325,0.4429631256506379,-0.008012436450834381,-0.0029907587280694203,72.60128825875212,15.332802001131853
96,3.2,,0,0,0.4011971195891626,0.4416362415538979,-0.006912976228169887,-0.0013268840967399775,79.80450633303798,40.86848522668341
97,3.2333333333333334,,0,0,0.3992194428935957,0.44182357898484403,-0.001977676695566921,0.00018733743094612176,89.4186668626045,74.87737968829451
98,3.2666666666666666,,0,0,0.3966537053705408,0.4372207900044426,-0.0025657375230548896,-0.004602788980401451,81.94408800485404,92.51592508292164
99,3.3,,0,0,0.38541868876704954,0.4037749583220545,-0.011235016603491244,-0.03344583168238807,74.99261946539039,52.39384967670877
100,3.3333333333333335,,0,0,0.368782103040309,0.3637042442257187,-0.016636585726740538,-0.040070714096335835,71.73370883786072,64.42458518507655
101,3.3666666666666667,,0,0,0.3483972591914951,0.33167418356690914,-0.020384843848813894,-0.032030060658809534,70.77051509377044,71.9472672664055
102,3.4,,0,0,0.3275763243793377,0.3062690701431361,-0.02082093481215741,-0.02540511342377305,68.88512183859186,76.20482592986191
103,3.433333333333333,,0,0,0.30861621453377935,0.3062690701431361,-0.01896010984555835,0.0,67.85663505038937,71.78979147520086
104,3.466666666666667,,0,0,0.29349373155959524,0.3062690701431361,-0.015122482974184115,0.0,68.17184624400134,72.74202389358652
105,3.5,,0,0,0.28123714538716493,0.3062690701431361,-0.012256586172430306,0.0,66.62329767257273,69.75307994537725
106,3.533333333333333,,0,0,0.270003974681723,0.3062690701431361,-0.011233170705441942,0.0,63.78230601388826,59.22258710578537
107,3.566666666666667,,0,0,0.24260689619392,0.3062690701431361,-0.027397078487802984,0.0,63.42662138697577,59.13174519609724
108,3.6,,0,0,0.21358478605514808,0.2913008362627239,-0.029022110138771928,-0.014968233880412185,72.64995397040474,59.55002967681111
109,3.6333333333333333,,0,0,0.193053462361305,0.28063497076805766,-0.020531323693843084,-0.010665865494666249,69.27597346537074,59.29587651360984
110,3.6666666666666665,,0,0,0.18475688359315282,0.2732360258708907,-0.00829657876815218,-0.00739894489716697,66.90051254853903,58.91290634617204
111,3.7,,0,0,0.18010927150746348,0.27002192070390113,-0.00464761208568934,-0.003214105166989556,71.1129493052748,60.62513464022453
112,3.7333333333333334,,0,0,0.1971066323560921,0.27646999290770036,0.01699736084862863,0.006448072203799227,81.19948394977285,70.76716581781366
113,3.7666666666666666,,0,0,0.22615291501406426,0.283354549764581,0.029046282657972156,0.006884556856880664,91.75469363446373,61.08091090651905
114,3.8,,0,0,0.24762865553035718,0.29224533709812917,0.021475740516292918,0.008890787333548145,94.85425080156975,78.46253713534897
115,3.8333333333333335,,0,0,0.25848231517756876,0.2846008883801837,0.010853659647211578,-0.007644448717945451,90.711703042618,96.14963433293532
116,3.8666666666666667,,0,0,0.25982124947088564,0.2846008883801837,0.0013389342933168846,0.0,79.84703562218115,88.68547208462063
117,3.9,,0,0,0.23464071750772442,0.2846008883801837,-0.025180531963161223,0.0,67.31592082042839,90.22787772283415
118,3.933333333333333,,0,0,0.2006994465533905,0.2846008883801837,-0.03394127095433391,0.0,55.90923570447493,105.4396087763347
119,3.966666666666667,,0,0,0.20286526209872907,0.2846008883801837,0.0021658155453385675,0.0,85.21224026304134,107.79941836042505
120,4.0,,0,0,0.21527276434230042,0.2846008883801837,0.012407502243571344,0.0,100.35010784169367,109.34055206209266
121,4.033333333333333,,0,0,0.2373413844848291,0.2846008883801837,0.022068620142528694,0.0,110.8454170321025,114.44807615302348
122,4.066666666666666,,0,0,0.22563640673310842,0.2846008883801837,-0.011704977751720691,0.0,109.29070498635431,112.99781651828049
123,4.1,,0,0,0.2694574582068096,0.2846008883801837,0.04382105147370119,0.0,62.222537944253865,87.58941950986171
124,4.133333333333334,,0,0,0.35076162240648634,0.2846008883801837,0.08130416419967673,0.0,62.25935122376543,117.69751638340651
125,4.166666666666667,,0,0,0.4911269503057607,0.2846008883801837,0.14036532789927436,0.0,77.69247988714314,110.52723655786025
126,4.2,,0,0,0.6438447428465778,0.2846008883801837,0.15271779254081708,0.0,94.92354930816694,94.2626317649306
127,4.233333333333333,,0,0,0.7957440454896219,0.2846008883801837,0.15189930264304408,0.0,118.50528282796513,72.93910665928952
128,4.266666666666667,,0,0,0.9110055493783423,0.2846008883801837,0.11526150388872047,0.0,110.80534759066539,95.01274604446984
129,4.3,,0,0,0.9437731646908673,0.2846008883801837,0.03276761531252492,0.0,99.93471614113814,83.96747515375323
130,4.333333333333333,,0,0,0.8373796534450177,0.2846008883801837,-0.1063935112458495,0.0,74.85432918358757,71.73175243277173
131,4.366666666666666,,0,0,0.6994028384094451,0.2846008883801837,-0.1379768150355727,0.0,51.32814513096621,89.0982451470039
132,4.4,,0,0,0.5978192357188137,0.2846008883801837,-0.10158360269063138,0.0,120.43936597590368,107.94824967080129
133,4.433333333333334,,0,0,0.5291171469348925,0.2846008883801837,-0.06870208878392114,0.0,130.62589194124516,113.3448569232327
134,4.466666666666667,,0,0,0.4595006250679638,0.2846008883801837,-0.06961652186692874,0.0,119.66313797575863,110.91062736730971
135,4.5,,0,0,0.40790261304234615,0.2846008883801837,-0.051598012025617646,0.0,93.51505236130366,99.58603493411817
136,4.533333333333333,,0,0,0.42278025458298824,0.2846008883801837,0.014877641540642084,0.0,68.99980976970318,166.85826501169322
137,4.566666666666666,,0,0,0.47682166513147783,0.2846008883801837,0.0540414105484896,0.0,64.1356370825184,167.09952421523215
138,4.6,,0,0,0.5464540549512158,0.2846008883801837,0.06963238981973796,0.0,71.23618960657342,160.29641711859406
139,4.633333333333334,,0,0,0.6130275749600198,0.2846008883801837,0.06657352000880401,0.0,77.5809143934176,163.93821536547222
140,4.666666666666667,,0,0,0.6635369646298177,0.2846008883801837,0.0505093896697979,0.0,84.03133514517175,172.43420720147526
141,4.7,,0,0,0.6374271646301648,0.2846008883801837,-0.026109799999652905,0.0,40.443192154870474,146.53609288522944
142,4.733333333333333,,0,0,0.6664019701889226,0.2846008883801837,0.028974805558757755,0.0,69.68892604850625,126.13425371460058
143,4.766666666666667,,0,0,0.6348748213860304,0.2846008883801837,-0.0315271488028922,0.0,71.57687092706858,94.94518000160402
144,4.8,,0,0,0.563404836248718,0.2846008883801837,-0.0714699851373124,0.0,70.15284259773954,78.60341114558085
145,4.833333333333333,,0,0,0.5095451825846247,0.2846008883801837,-0.05385965366409329,0.0,102.83036612918605,105.01699428694516
146,4.866666666666666,,0,0,0.4841812489422015,0.2846008883801837,-0.025363933642423175,0.0,124.1901021473607,115.45023347913565
147,4.9,,0,0,0.4599248369692971,0.2846008883801837,-0.0242564119729044,0.0,119.92943800114018,134.81189226326026
148,4.933333333333334,,0,0,0.4105070311153709,0.2846008883801837,-0.04941780585392619,0.0,96.99881321038363,102.92936763342414
149,4.966666666666667,,0,0,0.33620604304470375,0.2846008883801837,-0.07430098807066715,0.0,77.59798667165306,131.33467754682775
150,5.0,,0,0,0.30045761997427056,0.2846008883801837,-0.03574842307043319,0.0,71.30417465251126,80.96911157262191
151,5.033333333333333,,0,0,0.277833662960493,0.2846008883801837,-0.022623957013777563,0.0,62.89963481110987,69.52556856049267
152,5.066666666666666,,0,0,0.2860713284577829,0.2846008883801837,0.008237665497289881,0.0,54.04446355931268,75.34809236951908
153,5.1,,0,0,0.31025196156804047,0.2846008883801837,0.024180633110257588,0.0,46.70716339807236,92.3471986978163
154,5.133333333333334,,0,0,0.313659608754083,0.2846008883801837,0.0034076471860425284,0.0,44.20801891536775,68.71282808839106
155,5.166666666666667,,0,0,0.31842966386472166,0.2846008883801837,0.00477005511063866,0.0,43.208311358150105,52.99459318055257
156,5.2,,0,0,0.3192849477560227,0.2846008883801837,0.0008552838913010175,0.0,44.21317610237963,15.838962047927597
157,5.233333333333333,,0,0,0.31373842648686595,0.30404438564125885,-0.005546521269156723,0.019443497261075138,45.64680495830289,8.086312514132295
158,5.266666666666667,,0,0,0.3064526599647939,0.32954955300390865,-0.007285766522072024,0.025505167362649794,50.074942041208615,3.5727569089837483
159,5.3,,0,0,0.3140638117158583,0.33472795445684556,0.00761115175106436,0.005178401452936909,57.9101092081772,12.198441719988526
160,5.333333333333333,,0,0,0.3151663341641913,0.34269740394194315,0.001102522448333032,0.00796944948509759,54.92687018152228,24.276375966652477
161,5.366666666666666,,0,0,0.30530876270592555,0.3265686051841026,-0.009857571458265768,-0.016128798757840568,71.1276210023974,32.482646819071846
162,5.4,,0,0,0.2950067373762125,0.3265686051841026,-0.010302025329713027,0.0,80.38209371077778,135.03764903401998
163,5.433333333333334,,0,0,0.3013813890035656,0.3265686051841026,0.006374651627353067,0.0,70.56825472332599,151.87069303051788
164,5.466666666666667,,0,0,0.30863797669672083,0.3265686051841026,0.0072565876931552364,0.0,60.57957046112217,134.49435933228202
165,5.5,,0,0,0.3187666351273449,0.3265686051841026,0.010128658430624049,0.0,63.70993100989774,121.62681322797286
166,5.533333333333333,,0,0,0.33139837142317013,0.3265686051841026,0.012631736295825258,0.0,58.45987524792092,145.39232878622647
167,5.566666666666666,,0,0,0.3284456086826562,0.3265686051841026,-0.0029527627405139256,0.0,86.37059425595336,142.76383912207626
168,5.6,,0,0,0.31052573897571245,0.3265686051841026,-0.01791986970694376,0.0,44.474354965269264,53.164657859517646
169,5.633333333333334,,0,0,0.25187584400397167,0.3265686051841026,-0.05864989497174078,0.0,38.559221444784306,54.52902699485852
170,5.666666666666667,,0,0,0.24170920352694794,0.3265686051841026,-0.01016664047702373,0.0,43.92897992970803,78.22228458711828
171,5.7,,0,0,0.239894121948524,0.3265686051841026,-0.0018150815784239438,0.0,38.53121593228254,81.07710743192561
172,5.733333333333333,,0,0,0.23463106654745877,0.3265686051841026,-0.005263055401065225,0.0,61.641723410062696,73.54432572143064
173,5.766666666666667,,0,0,0.23433027697120418,0.3265686051841026,-0.00030078957625459535,0.0,65.3631811148204,65.47845439116523
174,5.8,,0,0,0.23080889876381666,0.3265686051841026,-0.0035213782073875155,0.0,71.35805863385121,62.88000092549949
175,5.833333333333333,,0,0,0.21459362412848335,0.3265686051841026,-0.016215274635333315,0.0,63.3060354798676,57.00710432295952
176,5.866666666666666,,0,0,0.19915785430820104,0.3265686051841026,-0.015435769820282302,0.0,65.82369731362778,60.0285304260704
177,5.9,,0,0,0.18049590070599789,0.3265686051841026,-0.018661953602203157,0.0,71.12397034223117,59.294303631476495
178,5.933333333333334,,0,0,0.17805929302651902,0.3265686051841026,-0.0024366076794788694,0.0,70.57296968324165,60.310247532158044
179,5.966666666666667,,0,0,0.1801016202141695,0.3265686051841026,0.002042327187650489,0.0,66.26500256321867,41.74953703086946
180,6.0,,0,0,0.17998167308763283,0.3265686051841026,-0.00011994712653667916,0.0,59.26420738980351,59.669609423904454
