frame,time_s,violations,L_is_punch,R_is_punch,L_wrist_mouth_span,R_wrist_mouth_span,L_elbow_deg,R_elbow_deg
87,2.9,,1,1,2.869986958051063,2.382632532828254,166.91710998130026,168.06390633403618
88,2.933333333333333,,1,1,2.8326686020589777,2.375454704853897,167.18372690471864,166.89594468830404
89,2.966666666666667,,1,1,2.8122519442762517,2.3838366795531507,165.6687549951617,166.33412309582994
90,3.0,,1,1,2.811667152093682,2.369155469294368,165.1512699778167,165.77989659576946
91,3.033333333333333,,1,1,2.7946216733368625,2.340808432494849,164.1542575880785,166.9913487536782
92,3.066666666666667,,1,1,2.741591477956898,2.2787335656872485,163.74713496604113,168.11757481528883
93,3.1,,1,1,2.698022539444721,2.2362595253010706,164.47731702516373,168.94705319574777
94,3.1333333333333333,,1,1,2.650228142249004,2.2239655195246093,165.46026530009198,171.90398196771065
95,3.1666666666666665,,1,1,2.652278195145669,2.2705962851570294,165.31140307437158,173.39443248194215
96,3.2,,1,1,2.6413657880286383,2.305114806695815,164.96549149763257,173.84772710593845
97,3.2333333333333334,,1,1,2.6480367518560732,2.309150510928683,164.02346937043052,173.69403852501543
98,3.2666666666666666,,1,1,2.643602236330319,2.311848896227318,163.65876903845265,174.3000952728679
99,3.3,,1,1,2.640824043042693,2.307762699220492,163.01436781788627,172.25052709373426
100,3.3333333333333335,,1,1,2.6361116267534412,2.303143764634919,162.21342773595222,171.00710586154895
101,3.3666666666666667,,1,1,2.633575248213568,2.302052084489709,161.38428497801348,169.71229226505747
102,3.4,,1,1,2.63853604278804,2.3032569960319096,160.88568584318352,169.40934856104718
103,3.433333333333333,,1,1,2.6417245432200027,2.3092610803410576,160.25740621415386,168.5907387187788
104,3.466666666666667,,1,1,2.6432444198575764,2.3225660158356582,159.241717601131,167.879382504474
105,3.5,,1,1,2.6367207542257303,2.341925024382713,158.28058574045474,167.49872214085184
106,3.533333333333333,,1,1,2.6265943929136615,2.339161582063492,157.86131780651135,167.55821423910297
107,3.566666666666667,,1,1,2.636479655499798,2.3496060788551705,157.38748000126543,168.1393385175462
108,3.6,,1,1,2.632441624567113,2.3560060260731857,157.26777571704125,168.0837539353974
109,3.6333333333333333,,1,1,2.620264339043603,2.358093458099017,155.7770064765807,167.76601957036434
110,3.6666666666666665,,1,1,2.6070442374878198,2.3583806744646023,155.12129752559633,168.66130492819426
111,3.7,,1,1,2.596894210085376,2.311407060870909,154.66250561204222,168.40775486105682
112,3.7333333333333334,,1,1,2.597783734835912,2.25130429561516,154.4976498629242,167.43778006228857
113,3.7666666666666666,,1,1,2.5827340131075696,2.2204117209362146,154.42958312107925,167.38716419742536
114,3.8,,1,1,2.592278726185457,2.217903525284513,154.4227240406646,167.1378830004274
115,3.8333333333333335,,1,1,2.6119914635835144,2.2050519885749362,154.82254869150074,166.41369301211665
116,3.8666666666666667,,1,1,2.7007505804000833,2.2128125793893085,155.64783097915424,166.20342821843542
117,3.9,,1,1,2.761576159182305,2.2350450173240404,157.01768138616063,166.59404743655628
118,3.933333333333333,,1,1,2.7988232457178612,2.2415310205928236,157.6234154033281,166.54427766758093
119,3.966666666666667,,1,1,2.8033136753824834,2.243895984291997,157.7575867731172,166.46827409096025
120,4.0,,1,1,2.8372713054392285,2.2659711370554714,158.69530943750345,166.76504149384903
121,4.033333333333333,,1,1,2.8372413840205537,2.2784540588453237,158.77060407361293,166.79375684533642
122,4.066666666666666,,1,1,2.8539431917170996,2.284968730122671,158.85100955352445,166.58421145596736
123,4.1,,1,1,2.908203284715528,2.3173883958399375,158.21221304034526,166.16050344811887
124,4.133333333333334,,1,1,2.9600786255651714,2.3412621128551305,157.73597981728457,166.20325637306587
125,4.166666666666667,,1,1,2.9551128053053883,2.330193223504606,157.7663488567325,166.3403979122853
126,4.2,,1,1,2.959488882643988,2.3241467470336734,158.69399354712894,166.3177698079341
127,4.233333333333333,,1,1,2.9754280440023644,2.3266664139660964,159.28417483711297,166.5748091067574
128,4.266666666666667,,1,1,3.0236124461179243,2.3186443356286275,160.29822019170066,165.6731706481031
129,4.3,,1,1,3.043687736532376,2.31086252499049,157.95843151603248,164.72355755173874
130,4.333333333333333,,1,1,3.319627079125725,2.519618683552604,154.84427190425035,162.7061661925736
131,4.366666666666666,,1,1,3.816204048397609,2.908760330032851,145.09281302237648,156.04795900085676
132,4.4,ElbowBent(L),1,1,3.9642249961105525,2.9826932229904486,143.50024582495575,152.8679202560107
133,4.433333333333334,ElbowBent(L),1,1,3.9755203815508926,2.9678394846932523,144.42894968201858,150.7495319349499
134,4.466666666666667,,1,1,4.000011534878557,2.979702834421794,146.60938801660848,145.33311521894817
135,4.5,ElbowBent(L);ElbowBent(R),1,1,3.7800225592496184,2.8856607717360654,137.8576056885553,142.64085854404524
136,4.533333333333333,ElbowBent(L);ElbowBent(R),1,1,3.7054988675104736,2.984644363486629,138.62683763588404,144.17009662308945
137,4.566666666666666,ElbowBent(L),1,1,3.0791780614871995,2.926924483403572,122.75852939775,153.8942359496313
138,4.6,ElbowBent(L),1,1,2.8268781746952913,2.8560699745246456,123.08802131378512,153.11481510280694
139,4.633333333333334,ElbowBent(L);ElbowBent(R),1,1,2.424642367400316,2.6865015408636643,101.9535847560673,128.74626793094257
140,4.666666666666667,ElbowBent(L);ElbowBent(R),1,1,1.6224726042138282,1.9151013318661434,86.95940265151926,81.21889973776194
141,4.7,ElbowBent(L);ElbowBent(R),1,1,1.092969012850298,1.3364719474878048,80.92686492582027,34.79961493317936
142,4.733333333333333,ElbowBent(L);ElbowBent(R),1,1,0.882328930504567,1.0631131422467652,69.01506495509122,54.87965387799643
143,4.766666666666667,ElbowBent(L);ElbowBent(R),1,1,0.6717485609846324,0.9574158447067047,69.43833350432645,60.631492952172366
144,4.8,ElbowBent(L);ElbowBent(R),1,1,0.7158946833900062,0.9135831799720076,63.48056366600526,58.635879037856675
145,4.833333333333333,ElbowBent(L);ElbowBent(R),1,1,0.7022107902040352,0.84060761289675,62.79992188281527,54.29201762873724
146,4.866666666666666,ElbowBent(L);ElbowBent(R),1,1,0.6864328080815439,0.8603945600565759,64.07002141645276,59.619153089879816
147,4.9,ElbowBent(L);ElbowBent(R),1,1,0.7806521101054261,0.8488775664233236,65.14851967588498,54.4935812826557
148,4.933333333333334,ElbowBent(L);ElbowBent(R),1,1,0.6677656090707796,0.9090682873999278,74.97012069690797,70.4380665638596
149,4.966666666666667,ElbowBent(L);ElbowBent(R),1,1,0.6680291185732651,1.008177004467057,88.7220018148371,111.8949387713231
150,5.0,ElbowBent(L);ElbowBent(R),1,1,0.8020172774367089,1.142919200436418,96.96292602639517,93.62203145515012
151,5.033333333333333,ElbowBent(L);ElbowBent(R),1,1,0.839258300483479,1.0919304900714408,99.02525977703225,92.49254414721862
152,5.066666666666666,ElbowBent(L);ElbowBent(R),1,1,0.986986074220761,1.1083039059981026,87.1764239475414,84.64286246137854
153,5.1,ElbowBent(L);ElbowBent(R),1,1,0.9939286682892282,1.129899379532987,71.29525121318702,81.73012963538451
154,5.133333333333334,ElbowBent(L);ElbowBent(R),1,1,0.7242546170148317,1.1640383521575226,73.10633169782683,84.91185903655125
155,5.166666666666667,ElbowBent(L);ElbowBent(R),1,1,1.1015258657076805,1.6415272629186475,67.50883097508118,89.17079286562416
156,5.2,ElbowBent(L);ElbowBent(R),1,1,1.899820330411196,2.3400478243401066,96.3791438851726,113.32410321147633
157,5.233333333333333,ElbowBent(L);ElbowBent(R),1,1,6.396307416946174,5.3388747757021076,98.00464217284075,124.12905794587253
158,5.266666666666667,,1,1,4.675451387486945,6.19513136547979,145.13485476132573,150.31750865052885
159,5.3,,1,1,2.7279580449101557,3.539451431806662,147.7344493305592,157.66175163090756
160,5.333333333333333,,1,1,1.5603502556223081,2.3363177632868886,153.19557636437858,162.32222666719005
161,5.366666666666666,ElbowBent(L),1,1,1.073400015312366,1.9682318042553575,133.68742469094678,156.55296832745242
162,5.4,ElbowBent(L);ElbowBent(R),1,1,0.9542599248372284,1.742006651626245,98.87462144958829,132.90934770994332
163,5.433333333333334,ElbowBent(L);ElbowBent(R),1,1,0.40721079684452705,1.016392185444535,78.14474694267484,67.3210749461649
164,5.466666666666667,ElbowBent(L);ElbowBent(R),1,1,0.4666791473112397,0.8262838746460069,55.82566354373271,66.80714856193033
165,5.5,ElbowBent(L);ElbowBent(R),1,1,0.48719183042331105,0.8765862423321023,51.45295020717873,65.76273029879027
166,5.533333333333333,ElbowBent(L),1,1,0.5871134939979332,1.1445740141657157,44.25778814226174,177.25554830463068
167,5.566666666666666,ElbowBent(L),1,1,0.5427042630925561,1.1462145438319002,44.62615978942236,161.49883978850585
168,5.6,ElbowBent(L),1,1,0.5176796356175527,1.200192472653554,47.232174792480876,152.66976800010565
169,5.633333333333334,ElbowBent(L);ElbowBent(R),1,1,0.5130723701983188,0.6630583273303376,45.6935630631589,28.438262196235858
170,5.666666666666667,ElbowBent(L);ElbowBent(R),1,1,0.5007115525952626,0.6726095158019337,46.06412612076155,35.08749910316353
171,5.7,ElbowBent(L);ElbowBent(R),1,1,0.48921855819860605,0.41604449724289616,46.560531128725835,15.039602638891035
172,5.733333333333333,ElbowBent(L);ElbowBent(R),1,1,0.49162141825093786,0.44579882239866103,49.07256458933831,20.92767994915845
173,5.766666666666667,ElbowBent(L);ElbowBent(R),1,1,0.49578493515839234,0.5724394194178879,50.566482964940526,32.45447167105999
174,5.8,ElbowBent(L);ElbowBent(R),1,1,0.5029790313917896,0.6196468554790222,49.84394693064851,35.868931730597915
175,5.833333333333333,ElbowBent(L);ElbowBent(R),1,1,0.5013525418487143,0.6308591809575553,50.59429826869527,38.87122970875787
176,5.866666666666666,ElbowBent(L);ElbowBent(R),1,1,0.5846413809880625,0.6419961548826484,53.28488686994232,35.68139547127626
177,5.9,ElbowBent(L);ElbowBent(R),1,1,1.014487309898987,0.6699992867062922,62.97405120020924,37.510272526487974
178,5.933333333333334,ElbowBent(L);ElbowBent(R),1,1,1.1426382124924652,0.6534438439189159,75.35800053278398,49.731681406260435
179,5.966666666666667,ElbowBent(L);ElbowBent(R),1,1,1.4238393039245267,0.7674550013649287,95.74623084626825,59.31464187969426
180,6.0,ElbowBent(L);ElbowBent(R),1,1,1.8843282054307688,0.9088331452916453,113.61625282817728,68.69831150908651
181,6.033333333333333,ElbowBent(L);ElbowBent(R),1,1,2.2846915621939754,0.9957695082807897,112.14829276094954,73.21438796583006
182,6.066666666666666,ElbowBent(L);ElbowBent(R),1,1,2.859671855510113,0.9409607480029551,124.4949206452259,73.32193181686024
183,6.1,ElbowBent(L);ElbowBent(R),1,1,3.611743946160207,0.6423266149357048,119.8404337105561,96.86800918199246
184,6.133333333333334,ElbowBent(L);ElbowBent(R),1,1,5.089886699732677,0.5089230767787063,119.4595324766323,85.66792298474276
185,6.166666666666667,ElbowBent(L),1,1,4.505970590713765,6.199206236773326,56.671431874881584,152.98744847460463
186,6.2,ElbowBent(L),1,1,3.353567166058382,13.108327518873404,22.184003608666192,179.6483408635862
187,6.233333333333333,ElbowBent(L);ElbowBent(R),1,1,1.3485706498740957,6.873083398631201,72.91817181287963,19.515625614174052
188,6.266666666666667,ElbowBent(L);ElbowBent(R),1,1,1.3705771770801327,0.5216395270847717,42.011789690085315,136.5066707844034
189,6.3,ElbowBent(L);ElbowBent(R),1,1,2.2075042549755812,1.0831931495006197,114.81633514053112,142.8771115577314
190,6.333333333333333,,1,1,2.4972764072044913,1.016740518360167,152.43752966142642,148.33446360508893
191,6.366666666666666,ElbowBent(L);ElbowBent(R),1,1,2.799426375858539,1.7917229944675093,139.83355660577578,141.32020021144612
192,6.4,ElbowBent(L);ElbowBent(R),1,1,1.7469202072053986,1.95967078242312,110.73035446112911,116.80669432663468
193,6.433333333333334,ElbowBent(L);ElbowBent(R),1,1,2.369996138925737,2.524816314607801,97.70272877496691,102.84591791821575
194,6.466666666666667,ElbowBent(L);ElbowBent(R),1,1,0.052499886643898444,0.5825196204759742,76.58931463441611,54.88261404849245
195,6.5,ElbowBent(L);ElbowBent(R),1,1,0.44457807249172143,0.4695165531773309,53.34043752199465,33.09746631185212
196,6.533333333333333,ElbowBent(L),1,1,0.9404124432773439,1.2449887050252735,29.916972228523473,148.4830024020765
197,6.566666666666666,ElbowBent(L),1,1,0.8931415266312458,1.398348655576925,23.783339677307087,161.4906192499296
198,6.6,ElbowBent(L),1,1,0.8497106872595691,1.3062250621922817,23.197426202520525,167.88133441703545
199,6.633333333333334,ElbowBent(L),1,1,0.8221539339646412,1.2857746143152904,23.664137715125143,149.81105437999736
200,6.666666666666667,ElbowBent(L),1,1,0.8352264402459769,1.349147690354428,24.77842225547784,149.36616453610077
201,6.7,ElbowBent(L),1,1,0.8664299295572642,1.382610874569023,23.21420547264293,153.11387865640367
202,6.733333333333333,ElbowBent(L),1,1,0.8280462030788123,1.3653612181745554,33.59940488338924,175.9956674087401
203,6.766666666666667,ElbowBent(L),1,1,0.777573876405,1.3024550844524188,39.76263717712063,174.47408484409223
204,6.8,ElbowBent(L),1,1,0.7728538421979391,1.3183859470006059,44.67794505329081,147.3641543403788
205,6.833333333333333,ElbowBent(L);ElbowBent(R),1,1,0.8258167806565362,1.2110258133915006,47.02007485580803,132.44267314797662
206,6.866666666666666,ElbowBent(L);ElbowBent(R),1,1,0.8055561584913979,1.1827920687451001,53.23249345919649,117.99762589281613
207,6.9,ElbowBent(L);ElbowBent(R),1,1,0.791776138055568,1.0595536809239305,56.411506500686116,101.07416112063977
208,6.933333333333334,ElbowBent(L);ElbowBent(R),1,1,0.7448206380653812,0.9347748828698816,55.866061296482016,79.01635432175217
209,6.966666666666667,ElbowBent(L);ElbowBent(R),1,1,0.6795933911779183,0.8805531003941842,58.41299314546542,68.14606985057213
210,7.0,ElbowBent(L);ElbowBent(R),1,1,0.6567828713166421,0.8644166144405021,57.70189804643961,53.53106381378401
211,7.033333333333333,ElbowBent(L);ElbowBent(R),1,1,0.6217946089937372,0.8142916207708587,55.57761548210997,49.723472426735974
212,7.066666666666666,ElbowBent(L);ElbowBent(R),1,1,0.6393772588535697,0.736892597672863,54.12250864362951,29.342927092311278
213,7.1,ElbowBent(L);ElbowBent(R),1,1,0.8427509771590459,0.828470751509373,63.786834022399006,52.19525434649349
214,7.133333333333334,ElbowBent(L);ElbowBent(R),1,1,1.1838244698318736,0.8788884730015508,72.10174546763378,65.20769196133485
215,7.166666666666667,ElbowBent(L);ElbowBent(R),1,1,2.07729718797362,1.3269271461690955,108.05903666379658,113.11837561800442
216,7.2,ElbowBent(L);ElbowBent(R),1,1,2.668671875057831,1.5432789225339345,133.137697041082,122.14905627036302
217,7.233333333333333,ElbowBent(L);ElbowBent(R),1,1,2.9406990225563048,1.6241970036052964,122.49577436903759,129.49981104082767
218,7.266666666666667,ElbowBent(L);ElbowBent(R),1,1,3.454350115646473,1.9713371549679324,111.62086013007296,128.144516932749
219,7.3,ElbowBent(R),1,1,21.22657580946692,8.200331338755289,162.16910883432195,103.85881615120758
220,7.333333333333333,ElbowBent(L);ElbowBent(R),1,1,4.650426519615452,3.393667718133344,68.04874093820014,76.8129183392229
221,7.366666666666666,ElbowBent(L);ElbowBent(R),1,1,3.5537094523461055,2.8252255226504084,67.70530391127429,70.1395280589293
222,7.4,ElbowBent(L);ElbowBent(R),1,1,7.109760817857664,6.133034336003511,71.59889173820612,80.30518465139656
223,7.433333333333334,ElbowBent(L);ElbowBent(R),1,1,5.560444150855029,5.966387000087375,85.85502831024745,83.20831725003437
224,7.466666666666667,ElbowBent(L);ElbowBent(R),1,1,7.314050189573657,7.4176124734332,101.68908065514185,93.6555233596604
225,7.5,ElbowBent(L);ElbowBent(R),1,1,4.449220313169397,8.32546572141312,98.23974964051747,135.7359192072068
226,7.533333333333333,ElbowBent(L);ElbowBent(R),1,1,4.201077872564214,10.904088269300688,91.42788027509519,141.01997618338606
227,7.566666666666666,ElbowBent(L);ElbowBent(R),1,1,3.4817592009961733,8.513372247488087,86.61978399235035,128.7802156637704
228,7.6,ElbowBent(L);ElbowBent(R),1,1,0.7227080361882228,2.251231122606795,70.8578163550812,91.5595817571944
229,7.633333333333334,ElbowBent(L);ElbowBent(R),1,1,0.7514877460922912,1.4512954578420665,50.56986542482937,67.03844907035317
230,7.666666666666667,ElbowBent(L);ElbowBent(R),1,1,0.7580489543424928,0.7231585617854234,46.59728120929065,10.00893243882611
231,7.7,ElbowBent(L);ElbowBent(R),1,1,0.7022472956566871,0.5945934395682876,51.32676287331978,34.797323010241485
232,7.733333333333333,ElbowBent(L);ElbowBent(R),1,1,0.6932976399531773,0.7257386878639226,47.82253149740939,44.383042960898564
233,7.766666666666667,ElbowBent(L);ElbowBent(R),1,1,0.6891955573425688,0.6414967593955833,46.57339807562283,35.65166470537004
234,7.8,ElbowBent(L);ElbowBent(R),1,1,0.7000311377748729,0.7810073552453317,47.0036925638426,53.60732648292744
235,7.833333333333333,ElbowBent(L);ElbowBent(R),1,1,0.7145705341130981,0.8670333159913927,46.839492798193476,63.03195827353351
236,7.866666666666666,ElbowBent(L);ElbowBent(R),1,1,0.6856562357751285,0.9312433554782362,48.538029835430684,67.35086699436332
237,7.9,ElbowBent(L);ElbowBent(R),1,1,0.6479383479588514,0.9015254242253494,50.63781147373794,59.52756144404603
238,7.933333333333334,ElbowBent(L);ElbowBent(R),1,1,0.6663976916516329,0.6503671905748667,52.42927575688518,22.187829176846193
239,7.966666666666667,ElbowBent(L);ElbowBent(R),1,1,0.6600133647977188,0.7318492641361963,52.37965296235514,23.914149718887515
240,8.0,ElbowBent(L);ElbowBent(R),1,1,0.6202821265986046,0.7626304983851995,63.08696703017088,24.51168147604032
241,8.033333333333333,ElbowBent(L);ElbowBent(R),1,1,0.6650049679034008,0.8152134960098039,73.58029336830054,10.904864804910357
242,8.066666666666666,ElbowBent(L);ElbowBent(R),1,1,0.7841722952444627,0.9675690948789911,82.07706134053738,39.620730134513096
243,8.1,ElbowBent(L);ElbowBent(R),1,1,0.9603861113861749,1.1749343798946938,86.97487677454602,87.4463144075702
244,8.133333333333333,ElbowBent(L);ElbowBent(R),1,1,1.046613521219292,1.1790150415619656,82.18331185065045,95.04316523044322
245,8.166666666666666,ElbowBent(L);ElbowBent(R),1,1,0.9428656877694559,0.945825438078834,73.91408543053035,33.51090419910094
246,8.2,ElbowBent(L);ElbowBent(R),1,1,0.8847761425841494,0.8394089284633751,70.63004896190414,61.49796987749671
247,8.233333333333333,ElbowBent(L);ElbowBent(R),1,1,0.8387488317330584,0.7912875200845896,68.49707731937718,81.18315243940097
248,8.266666666666667,ElbowBent(L);ElbowBent(R),1,1,0.8376968660970852,0.8447314346252947,66.60756279939716,82.01221470452735
249,8.3,ElbowBent(L);ElbowBent(R),1,1,0.7935829033972189,0.8055237245401287,65.29301238583199,73.31765368694914
250,8.333333333333334,ElbowBent(L);ElbowBent(R),1,1,0.7963895132871314,0.8016452419826826,65.35388943550396,72.45476011752552
251,8.366666666666667,ElbowBent(L);ElbowBent(R),1,1,0.7116792860999615,0.786110110587656,65.79988311626133,69.76504056141563
252,8.4,ElbowBent(L);ElbowBent(R),1,1,0.7023357618628129,0.82075834172017,64.69853882433027,58.902876473979106
253,8.433333333333334,ElbowBent(L);ElbowBent(R),1,1,0.6170811060480028,0.8326021458441598,61.94979857117732,56.71168270369081
254,8.466666666666667,ElbowBent(L);ElbowBent(R),1,1,0.5472076279248299,0.8394983257795304,64.84204660584112,57.30793177196908
